"","District","Taluka","Month","Normal Rain","Actual Rain","Rainy Days","Year"
"52","Thane","Shahapur","April",1.7,NA,NA,2005
"53","Thane","Shahapur","May",18.2,0,0,2005
"54","Thane","Shahapur","June",412.7,653.4,11,2005
"55","Thane","Shahapur","July",1102.4,1189,23,2005
"56","Thane","Shahapur","August",703.2,615.2,23,2005
"57","Thane","Shahapur","September",338.1,878.8,20,2005
"58","Thane","Shahapur","October",95.2,17,2,2005
"59","Thane","Shahapur","November",15.8,NA,NA,2005
"60","Thane","Shahapur","December",2.9,NA,NA,2005
"61","Thane","Ulhasnagar","January",1.7,0,0,2005
"62","Thane","Ulhasnagar","February",1.2,NA,NA,2005
"63","Thane","Ulhasnagar","March",0.4,NA,NA,2005
"64","Thane","Ulhasnagar","April",1.3,NA,NA,2005
"65","Thane","Ulhasnagar","May",13.2,0,0,2005
"66","Thane","Ulhasnagar","June",457,557.8,11,2005
"67","Thane","Ulhasnagar","July",1001.4,1210,20,2005
"68","Thane","Ulhasnagar","August",604.3,525.4,22,2005
"69","Thane","Ulhasnagar","September",301.9,507.6,20,2005
"70","Thane","Ulhasnagar","October",90.6,21.6,1,2005
"71","Thane","Ulhasnagar","November",16.3,NA,NA,2005
"72","Thane","Ulhasnagar","December",2.8,NA,NA,2005
"73","Thane","Ambarnath","January",1.7,0,0,2005
"74","Thane","Ambarnath","February",1.2,NA,NA,2005
"75","Thane","Ambarnath","March",0.4,NA,NA,2005
"76","Thane","Ambarnath","April",1.3,NA,NA,2005
"77","Thane","Ambarnath","May",13.2,0,0,2005
"78","Thane","Ambarnath","June",457,516.4,14,2005
"79","Thane","Ambarnath","July",1001.4,1918.3,21,2005
"80","Thane","Ambarnath","August",604.3,727.8,22,2005
"81","Thane","Ambarnath","September",301.9,658.6,21,2005
"82","Thane","Ambarnath","October",90.6,47,5,2005
"83","Thane","Ambarnath","November",16.3,NA,NA,2005
"84","Thane","Ambarnath","December",2.8,NA,NA,2005
"85","Raigadh","Alibag","January",1.7,NA,NA,2005
"86","Raigadh","Alibag","February",2,NA,NA,2005
"87","Raigadh","Alibag","March",0.2,NA,NA,2005
"88","Raigadh","Alibag","April",1.8,NA,NA,2005
"89","Raigadh","Alibag","May",17,0,0,2005
"90","Raigadh","Alibag","June",540.8,391.2,15,2005
"91","Raigadh","Alibag","July",723,804,23,2005
"92","Raigadh","Alibag","August",479.4,525.3,20,2005
"93","Raigadh","Alibag","September",313.1,450.2,19,2005
"94","Raigadh","Alibag","October",74.8,154.5,4,2005
"95","Raigadh","Alibag","November",20.4,NA,NA,2005
"96","Raigadh","Alibag","December",3,NA,NA,2005
"97","Raigadh","Panwel","January",0.9,0,0,2005
"98","Raigadh","Panwel","February",0.8,NA,NA,2005
"99","Raigadh","Panwel","March",0.5,NA,NA,2005
"100","Raigadh","Panwel","April",1.8,NA,NA,2005
"101","Raigadh","Panwel","May",15.9,0,0,2005
"102","Raigadh","Panwel","June",567.5,474.6,12,2005
"103","Raigadh","Panwel","July",1128.9,608.8,17,2005
"104","Raigadh","Panwel","August",790.4,764.7,25,2005
"105","Raigadh","Panwel","September",402,833.4,23,2005
"106","Raigadh","Panwel","October",94.5,97,4,2005
"107","Raigadh","Panwel","November",15.3,NA,NA,2005
"108","Raigadh","Panwel","December",2.5,NA,NA,2005
"109","Raigadh","Karjat","January",1.1,2.6,1,2005
"110","Raigadh","Karjat","February",0.5,NA,NA,2005
"111","Raigadh","Karjat","March",1.6,NA,NA,2005
"112","Raigadh","Karjat","April",2.8,NA,NA,2005
"113","Raigadh","Karjat","May",19.3,0,0,2005
"114","Raigadh","Karjat","June",548.7,606.9,12,2005
"115","Raigadh","Karjat","July",1378.2,2249.5,24,2005
"116","Raigadh","Karjat","August",937.6,1099,28,2005
"117","Raigadh","Karjat","September",436,823.1,20,2005
"118","Raigadh","Karjat","October",131.4,26.9,3,2005
"119","Raigadh","Karjat","November",19.9,NA,NA,2005
"120","Raigadh","Karjat","December",2.4,NA,NA,2005
"121","Raigadh","Khalapur","January",0.1,NA,NA,2005
"122","Raigadh","Khalapur","February",0.1,NA,NA,2005
"123","Raigadh","Khalapur","March",0.1,NA,NA,2005
"124","Raigadh","Khalapur","April",1.5,NA,NA,2005
"125","Raigadh","Khalapur","May",26.5,0,0,2005
"126","Raigadh","Khalapur","June",563.4,720.2,13,2005
"127","Raigadh","Khalapur","July",1302.2,1615.3,25,2005
"128","Raigadh","Khalapur","August",1026.1,978.8,27,2005
"129","Raigadh","Khalapur","September",458.5,907.4,23,2005
"130","Raigadh","Khalapur","October",142,98.3,3,2005
"131","Raigadh","Khalapur","November",7.8,NA,NA,2005
"132","Raigadh","Khalapur","December",8,NA,NA,2005
"133","Raigadh","Uran","January",1.6,1,0,2005
"134","Raigadh","Uran","February",1.7,NA,NA,2005
"135","Raigadh","Uran","March",1,NA,NA,2005
"136","Raigadh","Uran","April",1.1,NA,NA,2005
"137","Raigadh","Uran","May",14.8,0,0,2005
"138","Raigadh","Uran","June",524.2,267.3,13,2005
"139","Raigadh","Uran","July",762.4,710.8,19,2005
"140","Raigadh","Uran","August",486.6,571.6,19,2005
"141","Raigadh","Uran","September",306.3,575.8,21,2005
"142","Raigadh","Uran","October",71.7,80,1,2005
"143","Raigadh","Uran","November",11.7,NA,NA,2005
"144","Raigadh","Uran","December",1.6,NA,NA,2005
"145","Raigadh","Sudhagad","January",0.1,6,1,2005
"146","Raigadh","Sudhagad","February",0.1,NA,NA,2005
"147","Raigadh","Sudhagad","March",0.1,NA,NA,2005
"148","Raigadh","Sudhagad","April",2.3,NA,NA,2005
"149","Raigadh","Sudhagad","May",27.7,0,0,2005
"150","Raigadh","Sudhagad","June",735.6,798.2,13,2005
"151","Raigadh","Sudhagad","July",1484,1828,23,2005
"152","Raigadh","Sudhagad","August",1067.7,989,25,2005
"153","Raigadh","Sudhagad","September",452.1,950,21,2005
"154","Raigadh","Sudhagad","October",105.5,6,1,2005
"155","Raigadh","Sudhagad","November",14.6,NA,NA,2005
"156","Raigadh","Sudhagad","December",6.6,NA,NA,2005
"157","Raigadh","Pen","January",1.2,2,0,2005
"158","Raigadh","Pen","February",1,NA,NA,2005
"159","Raigadh","Pen","March",0.5,NA,NA,2005
"160","Raigadh","Pen","April",1.5,NA,NA,2005
"161","Raigadh","Pen","May",13.1,0,0,2005
"162","Raigadh","Pen","June",554.1,512.8,12,2005
"163","Raigadh","Pen","July",1112.4,1068.8,24,2005
"164","Raigadh","Pen","August",760.2,715,25,2005
"165","Raigadh","Pen","September",407.3,651.6,22,2005
"166","Raigadh","Pen","October",103.9,55,4,2005
"167","Raigadh","Pen","November",19,NA,NA,2005
"168","Raigadh","Pen","December",2.2,NA,NA,2005
"169","Raigadh","Mahad","January",1.6,6.6,1,2005
"170","Raigadh","Mahad","February",0.4,NA,NA,2005
"171","Raigadh","Mahad","March",0.7,NA,NA,2005
"172","Raigadh","Mahad","April",7.3,NA,NA,2005
"173","Raigadh","Mahad","May",32.9,0,0,2005
"174","Raigadh","Mahad","June",651,927.3,15,2005
"175","Raigadh","Mahad","July",1348.2,1669.6,24,2005
"176","Raigadh","Mahad","August",912.9,1108,25,2005
"177","Raigadh","Mahad","September",414.1,626.8,21,2005
"178","Raigadh","Mahad","October",128.3,26.4,3,2005
"179","Raigadh","Mahad","November",22.8,NA,NA,2005
"180","Raigadh","Mahad","December",4.3,NA,NA,2005
"181","Raigadh","Mangaon","January",1.6,3.3,1,2005
"182","Raigadh","Mangaon","February",0.5,NA,NA,2005
"183","Raigadh","Mangaon","March",0.4,NA,NA,2005
"184","Raigadh","Mangaon","April",5.2,NA,NA,2005
"185","Raigadh","Mangaon","May",26.4,0,0,2005
"186","Raigadh","Mangaon","June",630.3,969.5,15,2005
"187","Raigadh","Mangaon","July",1248.4,1689,23,2005
"188","Raigadh","Mangaon","August",776.4,693.5,23,2005
"189","Raigadh","Mangaon","September",387.1,432.5,21,2005
"190","Raigadh","Mangaon","October",115.5,3,0,2005
"191","Raigadh","Mangaon","November",20,NA,NA,2005
"192","Raigadh","Mangaon","December",3,NA,NA,2005
"193","Raigadh","Roha","January",1.7,14,1,2005
"194","Raigadh","Roha","February",0.7,NA,NA,2005
"195","Raigadh","Roha","March",0.7,NA,NA,2005
"196","Raigadh","Roha","April",3.1,NA,NA,2005
"197","Raigadh","Roha","May",20.2,0,0,2005
"198","Raigadh","Roha","June",704.9,1044.7,13,2005
"199","Raigadh","Roha","July",1265.5,1539.8,24,2005
"200","Raigadh","Roha","August",827.5,877,26,2005
"201","Raigadh","Roha","September",366.3,1094,22,2005
"202","Raigadh","Roha","October",129.1,18,1,2005
"203","Raigadh","Roha","November",23.9,NA,NA,2005
"204","Raigadh","Roha","December",1.6,NA,NA,2005
"205","Raigadh","Poladpur","January",0.1,NA,NA,2005
"206","Raigadh","Poladpur","February",0.1,NA,NA,2005
"207","Raigadh","Poladpur","March",1.9,NA,NA,2005
"208","Raigadh","Poladpur","April",5,NA,NA,2005
"209","Raigadh","Poladpur","May",48.9,0,0,2005
"210","Raigadh","Poladpur","June",728.6,993,15,2005
"211","Raigadh","Poladpur","July",1371.3,2116,29,2005
"212","Raigadh","Poladpur","August",1051.1,1423,27,2005
"213","Raigadh","Poladpur","September",412.4,821,23,2005
"214","Raigadh","Poladpur","October",148.6,37,2,2005
"215","Raigadh","Poladpur","November",30,NA,NA,2005
"216","Raigadh","Poladpur","December",11.3,NA,NA,2005
"217","Raigadh","Murud","January",0.1,NA,NA,2005
"218","Raigadh","Murud","February",0.1,NA,NA,2005
"219","Raigadh","Murud","March",0.1,NA,NA,2005
"220","Raigadh","Murud","April",0.1,NA,NA,2005
"221","Raigadh","Murud","May",28.9,0,0,2005
"222","Raigadh","Murud","June",664.2,589.8,13,2005
"223","Raigadh","Murud","July",917.6,1023.7,19,2005
"224","Raigadh","Murud","August",700.2,538,22,2005
"225","Raigadh","Murud","September",348.8,571,18,2005
"226","Raigadh","Murud","October",107.7,12.4,1,2005
"227","Raigadh","Murud","November",9.8,NA,NA,2005
"228","Raigadh","Murud","December",3.1,NA,NA,2005
"229","Raigadh","Shriwardhan","January",0.1,5.5,1,2005
"230","Raigadh","Shriwardhan","February",0.1,NA,NA,2005
"231","Raigadh","Shriwardhan","March",0.1,NA,NA,2005
"232","Raigadh","Shriwardhan","April",0.1,NA,NA,2005
"233","Raigadh","Shriwardhan","May",30.2,0,0,2005
"234","Raigadh","Shriwardhan","June",911.6,633.1,12,2005
"235","Raigadh","Shriwardhan","July",1150.5,1105.2,21,2005
"236","Raigadh","Shriwardhan","August",745.4,453.5,24,2005
"237","Raigadh","Shriwardhan","September",337.1,493.3,19,2005
"238","Raigadh","Shriwardhan","October",85,101.2,2,2005
"239","Raigadh","Shriwardhan","November",3.7,NA,NA,2005
"240","Raigadh","Shriwardhan","December",12.9,NA,NA,2005
"241","Raigadh","Mahasala","January",0.1,17,1,2005
"242","Raigadh","Mahasala","February",0.1,NA,NA,2005
"243","Raigadh","Mahasala","March",0.1,NA,NA,2005
"244","Raigadh","Mahasala","April",4.8,NA,NA,2005
"245","Raigadh","Mahasala","May",34.6,0,0,2005
"246","Raigadh","Mahasala","June",803.5,773,12,2005
"247","Raigadh","Mahasala","July",1277.4,1506,23,2005
"248","Raigadh","Mahasala","August",935.6,898.7,27,2005
"249","Raigadh","Mahasala","September",394.3,652.4,22,2005
"250","Raigadh","Mahasala","October",120.5,30,2,2005
"251","Raigadh","Mahasala","November",5.2,NA,NA,2005
"252","Raigadh","Mahasala","December",3,NA,NA,2005
"253","Raigadh","Tala","January",1.6,8,1,2005
"254","Raigadh","Tala","February",0.5,NA,NA,2005
"255","Raigadh","Tala","March",0.4,NA,NA,2005
"256","Raigadh","Tala","April",5.2,NA,NA,2005
"257","Raigadh","Tala","May",26.4,0,0,2005
"258","Raigadh","Tala","June",630.3,1077,14,2005
"259","Raigadh","Tala","July",1248.4,1612.4,22,2005
"260","Raigadh","Tala","August",776.4,950,25,2005
"261","Raigadh","Tala","September",387.1,792,22,2005
"262","Raigadh","Tala","October",115.5,56,2,2005
"263","Raigadh","Tala","November",20,NA,NA,2005
"264","Raigadh","Tala","December",3,NA,NA,2005
"265","Ratnagiri","Chiplun","January",1.9,NA,NA,2005
"266","Ratnagiri","Chiplun","February",0.5,NA,NA,2005
"267","Ratnagiri","Chiplun","March",2.2,NA,NA,2005
"268","Ratnagiri","Chiplun","April",9.4,NA,NA,2005
"269","Ratnagiri","Chiplun","May",37.8,0,0,2005
"270","Ratnagiri","Chiplun","June",783.9,1051,17,2005
"271","Ratnagiri","Chiplun","July",1377.8,1918,25,2005
"272","Ratnagiri","Chiplun","August",956.2,1022,27,2005
"273","Ratnagiri","Chiplun","September",429.5,639,22,2005
"274","Ratnagiri","Chiplun","October",171.2,5,0,2005
"275","Ratnagiri","Chiplun","November",34.4,NA,NA,2005
"276","Ratnagiri","Chiplun","December",5.2,NA,NA,2005
"277","Ratnagiri","Dapoli","January",1.6,3.4,1,2005
"278","Ratnagiri","Dapoli","February",0.7,NA,NA,2005
"279","Ratnagiri","Dapoli","March",0.3,NA,NA,2005
"280","Ratnagiri","Dapoli","April",6.4,NA,NA,2005
"281","Ratnagiri","Dapoli","May",29,0,0,2005
"282","Ratnagiri","Dapoli","June",910.3,672.3,14,2005
"283","Ratnagiri","Dapoli","July",1298.3,1333,28,2005
"284","Ratnagiri","Dapoli","August",958.7,917.8,27,2005
"285","Ratnagiri","Dapoli","September",418.5,720.9,23,2005
"286","Ratnagiri","Dapoli","October",99.8,102,4,2005
"287","Ratnagiri","Dapoli","November",22.1,NA,NA,2005
"288","Ratnagiri","Dapoli","December",2.5,NA,NA,2005
"289","Ratnagiri","Khed","January",1.1,NA,NA,2005
"290","Ratnagiri","Khed","February",0.7,NA,NA,2005
"291","Ratnagiri","Khed","March",0.7,NA,NA,2005
"292","Ratnagiri","Khed","April",5.5,NA,NA,2005
"293","Ratnagiri","Khed","May",26.2,0,0,2005
"294","Ratnagiri","Khed","June",827.2,800,15,2005
"295","Ratnagiri","Khed","July",1379.9,1726,22,2005
"296","Ratnagiri","Khed","August",894.2,883,24,2005
"297","Ratnagiri","Khed","September",409.6,564,19,2005
"298","Ratnagiri","Khed","October",155.4,109,5,2005
"299","Ratnagiri","Khed","November",29.9,NA,NA,2005
"300","Ratnagiri","Khed","December",4.5,NA,NA,2005
"301","Ratnagiri","Guhagar","January",1,1,0,2005
"302","Ratnagiri","Guhagar","February",0.5,NA,NA,2005
"303","Ratnagiri","Guhagar","March",0.1,NA,NA,2005
"304","Ratnagiri","Guhagar","April",4.2,NA,NA,2005
"305","Ratnagiri","Guhagar","May",31,0,0,2005
"306","Ratnagiri","Guhagar","June",696.6,800,16,2005
"307","Ratnagiri","Guhagar","July",893.3,904,19,2005
"308","Ratnagiri","Guhagar","August",338.1,537,24,2005
"309","Ratnagiri","Guhagar","September",657.9,440,18,2005
"310","Ratnagiri","Guhagar","October",99,105,2,2005
"311","Ratnagiri","Guhagar","November",20.1,NA,NA,2005
"312","Ratnagiri","Guhagar","December",3.4,NA,NA,2005
"313","Ratnagiri","Mandangad","January",1.9,NA,NA,2005
"314","Ratnagiri","Mandangad","February",0.4,NA,NA,2005
"315","Ratnagiri","Mandangad","March",0.9,NA,NA,2005
"316","Ratnagiri","Mandangad","April",7,NA,NA,2005
"317","Ratnagiri","Mandangad","May",28.7,0,0,2005
"318","Ratnagiri","Mandangad","June",858,1050.6,14,2005
"319","Ratnagiri","Mandangad","July",1587.1,1862.7,25,2005
"320","Ratnagiri","Mandangad","August",1012.1,1104,24,2005
"321","Ratnagiri","Mandangad","September",439.6,740.1,21,2005
"322","Ratnagiri","Mandangad","October",133.9,21.6,3,2005
"323","Ratnagiri","Mandangad","November",22.2,NA,NA,2005
"324","Ratnagiri","Mandangad","December",5.6,NA,NA,2005
"325","Ratnagiri","Ratnagiri","January",0.1,NA,NA,2005
"326","Ratnagiri","Ratnagiri","February",0.1,NA,NA,2005
"327","Ratnagiri","Ratnagiri","March",0.1,NA,NA,2005
"328","Ratnagiri","Ratnagiri","April",3.6,NA,NA,2005
"329","Ratnagiri","Ratnagiri","May",35.7,0,0,2005
"330","Ratnagiri","Ratnagiri","June",825.2,692.4,18,2005
"331","Ratnagiri","Ratnagiri","July",944.5,888.7,25,2005
"332","Ratnagiri","Ratnagiri","August",633.8,857.5,22,2005
"333","Ratnagiri","Ratnagiri","September",347.5,594.8,25,2005
"334","Ratnagiri","Ratnagiri","October",159.2,91.6,4,2005
"335","Ratnagiri","Ratnagiri","November",20.9,NA,NA,2005
"336","Ratnagiri","Ratnagiri","December",8.5,NA,NA,2005
"337","Ratnagiri","Sangameshwar","January",2,NA,NA,2005
"338","Ratnagiri","Sangameshwar","February",0.2,NA,NA,2005
"339","Ratnagiri","Sangameshwar","March",2.4,NA,NA,2005
"340","Ratnagiri","Sangameshwar","April",10.3,NA,NA,2005
"341","Ratnagiri","Sangameshwar","May",38.5,0,0,2005
"342","Ratnagiri","Sangameshwar","June",783.1,1046,16,2005
"343","Ratnagiri","Sangameshwar","July",1447.8,1776,25,2005
"344","Ratnagiri","Sangameshwar","August",888.1,1397,27,2005
"345","Ratnagiri","Sangameshwar","September",429.7,990,25,2005
"346","Ratnagiri","Sangameshwar","October",182.9,306,6,2005
"347","Ratnagiri","Sangameshwar","November",39.6,NA,NA,2005
"348","Ratnagiri","Sangameshwar","December",6.6,NA,NA,2005
"349","Ratnagiri","Rajapur","January",1.3,NA,NA,2005
"350","Ratnagiri","Rajapur","February",0.2,NA,NA,2005
"351","Ratnagiri","Rajapur","March",0.2,NA,NA,2005
"352","Ratnagiri","Rajapur","April",4.6,NA,NA,2005
"353","Ratnagiri","Rajapur","May",37.7,0,0,2005
"354","Ratnagiri","Rajapur","June",849.2,410,15,2005
"355","Ratnagiri","Rajapur","July",1239.8,1841,25,2005
"356","Ratnagiri","Rajapur","August",863.9,1053,25,2005
"357","Ratnagiri","Rajapur","September",359.7,665,25,2005
"358","Ratnagiri","Rajapur","October",133.4,46,2,2005
"359","Ratnagiri","Rajapur","November",31.3,NA,NA,2005
"360","Ratnagiri","Rajapur","December",4,NA,NA,2005
"361","Ratnagiri","Lanja","January",1.6,NA,NA,2005
"362","Ratnagiri","Lanja","February",0.1,NA,NA,2005
"363","Ratnagiri","Lanja","March",0.8,NA,NA,2005
"364","Ratnagiri","Lanja","April",11.9,NA,NA,2005
"365","Ratnagiri","Lanja","May",63.4,0,0,2005
"366","Ratnagiri","Lanja","June",828,565,17,2005
"367","Ratnagiri","Lanja","July",1409.1,1219,25,2005
"368","Ratnagiri","Lanja","August",915.8,869,29,2005
"369","Ratnagiri","Lanja","September",386,550,24,2005
"370","Ratnagiri","Lanja","October",186.2,81,4,2005
"371","Ratnagiri","Lanja","November",33.2,NA,NA,2005
"372","Ratnagiri","Lanja","December",14.3,NA,NA,2005
"373","Sindhudurg","Devgad","January",2.2,3,1,2005
"374","Sindhudurg","Devgad","February",0.1,0,0,2005
"375","Sindhudurg","Devgad","March",0.5,8,1,2005
"376","Sindhudurg","Devgad","April",5.9,8,1,2005
"377","Sindhudurg","Devgad","May",47.2,1,0,2005
"378","Sindhudurg","Devgad","June",735.2,733,15,2005
"379","Sindhudurg","Devgad","July",765.3,949,22,2005
"380","Sindhudurg","Devgad","August",508.2,437.4,23,2005
"381","Sindhudurg","Devgad","September",285.6,375,18,2005
"382","Sindhudurg","Devgad","October",101.6,21,2,2005
"383","Sindhudurg","Devgad","November",27.4,NA,NA,2005
"384","Sindhudurg","Devgad","December",8.5,NA,NA,2005
"385","Sindhudurg","Malwan","January",0.7,3,1,2005
"386","Sindhudurg","Malwan","February",0.6,0,0,2005
"387","Sindhudurg","Malwan","March",0.7,10,1,2005
"388","Sindhudurg","Malwan","April",7.8,2,0,2005
"389","Sindhudurg","Malwan","May",53.2,2,0,2005
"390","Sindhudurg","Malwan","June",730.1,550,14,2005
"391","Sindhudurg","Malwan","July",761.3,928,23,2005
"392","Sindhudurg","Malwan","August",482.4,518,23,2005
"393","Sindhudurg","Malwan","September",256.6,407,19,2005
"394","Sindhudurg","Malwan","October",90.9,64,5,2005
"395","Sindhudurg","Malwan","November",27.8,NA,NA,2005
"396","Sindhudurg","Malwan","December",7.9,NA,NA,2005
"397","Sindhudurg","Sawantwadi","January",1.5,0,0,2005
"398","Sindhudurg","Sawantwadi","February",0.2,0,0,2005
"399","Sindhudurg","Sawantwadi","March",0.8,41,1,2005
"400","Sindhudurg","Sawantwadi","April",9.5,42.9,1,2005
"401","Sindhudurg","Sawantwadi","May",62.7,52,2,2005
"402","Sindhudurg","Sawantwadi","June",1008.7,952,19,2005
"403","Sindhudurg","Sawantwadi","July",1430.8,1450,26,2005
"404","Sindhudurg","Sawantwadi","August",830.6,700,27,2005
"405","Sindhudurg","Sawantwadi","September",357.8,634,21,2005
"406","Sindhudurg","Sawantwadi","October",187.3,67,5,2005
"407","Sindhudurg","Sawantwadi","November",46.4,NA,NA,2005
"408","Sindhudurg","Sawantwadi","December",10.7,NA,NA,2005
"409","Sindhudurg","Vengurla","January",0.9,0,0,2005
"410","Sindhudurg","Vengurla","February",0.4,0,0,2005
"411","Sindhudurg","Vengurla","March",0.7,10,1,2005
"412","Sindhudurg","Vengurla","April",7.7,13,2,2005
"413","Sindhudurg","Vengurla","May",69,52.8,2,2005
"414","Sindhudurg","Vengurla","June",932.8,729.8,17,2005
"415","Sindhudurg","Vengurla","July",1035.6,1144.4,24,2005
"416","Sindhudurg","Vengurla","August",596.4,415.4,20,2005
"417","Sindhudurg","Vengurla","September",295.5,597.4,18,2005
"418","Sindhudurg","Vengurla","October",105.1,93,4,2005
"419","Sindhudurg","Vengurla","November",31.4,NA,NA,2005
"420","Sindhudurg","Vengurla","December",5.4,NA,NA,2005
"421","Sindhudurg","Kankawali","January",0.1,0,0,2005
"422","Sindhudurg","Kankawali","February",0.1,0,0,2005
"423","Sindhudurg","Kankawali","March",3.6,10,1,2005
"424","Sindhudurg","Kankawali","April",6.6,15,1,2005
"425","Sindhudurg","Kankawali","May",90,40,2,2005
"426","Sindhudurg","Kankawali","June",874.2,550,16,2005
"427","Sindhudurg","Kankawali","July",1321.1,984,28,2005
"428","Sindhudurg","Kankawali","August",898.6,638,27,2005
"429","Sindhudurg","Kankawali","September",387.6,383,23,2005
"430","Sindhudurg","Kankawali","October",190.8,72,4,2005
"431","Sindhudurg","Kankawali","November",31.1,NA,NA,2005
"432","Sindhudurg","Kankawali","December",5.6,NA,NA,2005
"433","Sindhudurg","Kudal","January",0.8,0,0,2005
"434","Sindhudurg","Kudal","February",0.3,0,0,2005
"435","Sindhudurg","Kudal","March",1,10,1,2005
"436","Sindhudurg","Kudal","April",6.7,6,1,2005
"437","Sindhudurg","Kudal","May",58.5,38,2,2005
"438","Sindhudurg","Kudal","June",881.4,730,17,2005
"439","Sindhudurg","Kudal","July",1129.9,1220,24,2005
"440","Sindhudurg","Kudal","August",611.9,566,25,2005
"441","Sindhudurg","Kudal","September",289.4,389,21,2005
"442","Sindhudurg","Kudal","October",135.3,100,7,2005
"443","Sindhudurg","Kudal","November",38,NA,NA,2005
"444","Sindhudurg","Kudal","December",9.7,NA,NA,2005
"445","Sindhudurg","Vaibhavwadi","January",1.1,0,0,2005
"446","Sindhudurg","Vaibhavwadi","February",0.2,0,0,2005
"447","Sindhudurg","Vaibhavwadi","March",0.1,4,1,2005
"448","Sindhudurg","Vaibhavwadi","April",8.1,13,1,2005
"449","Sindhudurg","Vaibhavwadi","May",69.6,33,2,2005
"450","Sindhudurg","Vaibhavwadi","June",1138.9,844,17,2005
"451","Sindhudurg","Vaibhavwadi","July",2160.8,1556,27,2005
"452","Sindhudurg","Vaibhavwadi","August",1595.6,964,26,2005
"453","Sindhudurg","Vaibhavwadi","September",761.2,743,25,2005
"454","Sindhudurg","Vaibhavwadi","October",131.3,264,6,2005
"455","Sindhudurg","Vaibhavwadi","November",36,NA,NA,2005
"456","Sindhudurg","Vaibhavwadi","December",10.3,NA,NA,2005
"457","Sindhudurg","Dodamarg","January",1.5,0,0,2005
"458","Sindhudurg","Dodamarg","February",0.2,0,0,2005
"459","Sindhudurg","Dodamarg","March",0.8,5,1,2005
"460","Sindhudurg","Dodamarg","April",9.5,15,1,2005
"461","Sindhudurg","Dodamarg","May",62.7,49,1,2005
"462","Sindhudurg","Dodamarg","June",1008.7,896,17,2005
"463","Sindhudurg","Dodamarg","July",1430.8,1337,25,2005
"464","Sindhudurg","Dodamarg","August",830.6,551,26,2005
"465","Sindhudurg","Dodamarg","September",357.8,626,22,2005
"466","Sindhudurg","Dodamarg","October",187.3,121,4,2005
"467","Sindhudurg","Dodamarg","November",46.4,NA,NA,2005
"468","Sindhudurg","Dodamarg","December",10.7,NA,NA,2005
"469","Palghar","Vasai","January",2.2,0,0,2005
"470","Palghar","Vasai","February",1.2,NA,NA,2005
