"","District","Taluka","Month","Normal Rain","Actual Rain","Rainy Days","Year"
"1","Thane","Thane","January",2.3,0,0,2002
"2","Thane","Thane","February",1,0,0,2002
"3","Thane","Thane","March",1.1,0,0,2002
"4","Thane","Thane","April",1.7,0,0,2002
"5","Thane","Thane","May",21.4,0,0,2002
"6","Thane","Thane","June",534.8,725.1,17,2002
"7","Thane","Thane","July",961.6,212.4,19,2002
"8","Thane","Thane","August",637.2,848.1,22,2002
"9","Thane","Thane","September",334.4,106.7,7,2002
"10","Thane","Thane","October",101.1,0,0,2002
"11","Thane","Thane","November",15.1,0,0,2002
"12","Thane","Thane","December",2.4,0,0,2002
"13","Thane","Kalyan","January",1.7,0,0,2002
"14","Thane","Kalyan","February",1.2,0,0,2002
"15","Thane","Kalyan","March",0.4,0,0,2002
"16","Thane","Kalyan","April",1.3,0,0,2002
"17","Thane","Kalyan","May",13.2,0,0,2002
"18","Thane","Kalyan","June",476.8,1033,19,2002
"19","Thane","Kalyan","July",1023.4,275,14,2002
"20","Thane","Kalyan","August",652.7,1043,26,2002
"21","Thane","Kalyan","September",301.7,337.9,7,2002
"22","Thane","Kalyan","October",90.6,0,0,2002
"23","Thane","Kalyan","November",16.3,0,0,2002
"24","Thane","Kalyan","December",2.8,0,0,2002
"25","Thane","Murbad","January",2.1,0,0,2002
"26","Thane","Murbad","February",0.8,0,0,2002
"27","Thane","Murbad","March",0.9,0,0,2002
"28","Thane","Murbad","April",3.5,0,0,2002
"29","Thane","Murbad","May",17.8,0,0,2002
"30","Thane","Murbad","June",378.3,1201.2,16,2002
"31","Thane","Murbad","July",968.9,666.1,23,2002
"32","Thane","Murbad","August",634.3,1403.3,28,2002
"33","Thane","Murbad","September",347.1,392.9,10,2002
"34","Thane","Murbad","October",103.2,0,0,2002
"35","Thane","Murbad","November",20.3,0,0,2002
"36","Thane","Murbad","December",3.2,0,0,2002
"37","Thane","Bhivandi","January",2.6,0,0,2002
"38","Thane","Bhivandi","February",1.2,0,0,2002
"39","Thane","Bhivandi","March",0.9,0,0,2002
"40","Thane","Bhivandi","April",1.4,0,0,2002
"41","Thane","Bhivandi","May",18.7,0,0,2002
"42","Thane","Bhivandi","June",471.7,901,17,2002
"43","Thane","Bhivandi","July",965.8,220,15,2002
"44","Thane","Bhivandi","August",646.4,922,23,2002
"45","Thane","Bhivandi","September",337.6,185,10,2002
"46","Thane","Bhivandi","October",94.8,2,0,2002
"47","Thane","Bhivandi","November",10.7,0,0,2002
"48","Thane","Bhivandi","December",2.3,2,0,2002
"49","Thane","Shahapur","January",2.5,0,0,2002
"50","Thane","Shahapur","February",1,0,0,2002
"51","Thane","Shahapur","March",1.9,0,0,2002
"52","Thane","Shahapur","April",1.7,0,0,2002
"53","Thane","Shahapur","May",18.2,0,0,2002
"54","Thane","Shahapur","June",412.7,1068,18,2002
"55","Thane","Shahapur","July",1102.4,246,19,2002
"56","Thane","Shahapur","August",703.2,733,22,2002
"57","Thane","Shahapur","September",338.1,175.3,9,2002
"58","Thane","Shahapur","October",95.2,0,0,2002
"59","Thane","Shahapur","November",15.8,0,0,2002
"60","Thane","Shahapur","December",2.9,0,0,2002
"61","Thane","Ulhasnagar","January",1.7,0,0,2002
"62","Thane","Ulhasnagar","February",1.2,0,0,2002
"63","Thane","Ulhasnagar","March",0.4,0,0,2002
"64","Thane","Ulhasnagar","April",1.3,0,0,2002
"65","Thane","Ulhasnagar","May",13.2,0,0,2002
"66","Thane","Ulhasnagar","June",457,574.8,17,2002
"67","Thane","Ulhasnagar","July",1001.4,229,18,2002
"68","Thane","Ulhasnagar","August",604.3,717,23,2002
"69","Thane","Ulhasnagar","September",301.9,135.5,6,2002
"70","Thane","Ulhasnagar","October",90.6,0,0,2002
"71","Thane","Ulhasnagar","November",16.3,0,0,2002
"72","Thane","Ulhasnagar","December",2.8,0,0,2002
"73","Thane","Ambarnath","January",1.7,0,0,2002
"74","Thane","Ambarnath","February",1.2,0,0,2002
"75","Thane","Ambarnath","March",0.4,0,0,2002
"76","Thane","Ambarnath","April",1.3,0,0,2002
"77","Thane","Ambarnath","May",13.2,0,0,2002
"78","Thane","Ambarnath","June",457,799.9,18,2002
"79","Thane","Ambarnath","July",1001.4,254.8,16,2002
"80","Thane","Ambarnath","August",604.3,1026.9,26,2002
"81","Thane","Ambarnath","September",301.9,227.3,8,2002
"82","Thane","Ambarnath","October",90.6,0,0,2002
"83","Thane","Ambarnath","November",16.3,0,0,2002
"84","Thane","Ambarnath","December",2.8,0,0,2002
"85","Raigadh","Alibag","January",1.7,0,0,2002
"86","Raigadh","Alibag","February",2,0,0,2002
"87","Raigadh","Alibag","March",0.2,0,0,2002
"88","Raigadh","Alibag","April",1.8,0,0,2002
"89","Raigadh","Alibag","May",17,0,0,2002
"90","Raigadh","Alibag","June",540.8,525.6,15,2002
"91","Raigadh","Alibag","July",723,175,12,2002
"92","Raigadh","Alibag","August",479.4,661.7,20,2002
"93","Raigadh","Alibag","September",313.1,122.9,6,2002
"94","Raigadh","Alibag","October",74.8,12,1,2002
"95","Raigadh","Alibag","November",20.4,0,0,2002
"96","Raigadh","Alibag","December",3,0,0,2002
"97","Raigadh","Panwel","January",0.9,0,0,2002
"98","Raigadh","Panwel","February",0.8,0,0,2002
"99","Raigadh","Panwel","March",0.5,0,0,2002
"100","Raigadh","Panwel","April",1.8,0,0,2002
"101","Raigadh","Panwel","May",15.9,0,0,2002
"102","Raigadh","Panwel","June",567.5,428.4,18,2002
"103","Raigadh","Panwel","July",1128.9,464,17,2002
"104","Raigadh","Panwel","August",790.4,854.6,24,2002
"105","Raigadh","Panwel","September",402,251.6,8,2002
"106","Raigadh","Panwel","October",94.5,4,1,2002
"107","Raigadh","Panwel","November",15.3,0,0,2002
"108","Raigadh","Panwel","December",2.5,0,0,2002
"109","Raigadh","Karjat","January",1.1,0,0,2002
"110","Raigadh","Karjat","February",0.5,0,0,2002
"111","Raigadh","Karjat","March",1.6,0,0,2002
"112","Raigadh","Karjat","April",2.8,0,0,2002
"113","Raigadh","Karjat","May",19.3,0,0,2002
"114","Raigadh","Karjat","June",548.7,880,18,2002
"115","Raigadh","Karjat","July",1378.2,863.2,24,2002
"116","Raigadh","Karjat","August",937.6,1029.4,21,2002
"117","Raigadh","Karjat","September",436,292.4,7,2002
"118","Raigadh","Karjat","October",131.4,49.9,2,2002
"119","Raigadh","Karjat","November",19.9,2.6,0,2002
"120","Raigadh","Karjat","December",2.4,0,0,2002
"121","Raigadh","Khalapur","January",0.1,0,0,2002
"122","Raigadh","Khalapur","February",0.1,0,0,2002
"123","Raigadh","Khalapur","March",0.1,0,0,2002
"124","Raigadh","Khalapur","April",1.5,0,0,2002
"125","Raigadh","Khalapur","May",26.5,0,0,2002
"126","Raigadh","Khalapur","June",563.4,562,18,2002
"127","Raigadh","Khalapur","July",1302.2,652.3,25,2002
"128","Raigadh","Khalapur","August",1026.1,950.8,27,2002
"129","Raigadh","Khalapur","September",458.5,256.6,8,2002
