"","District","Taluka","Month","Normal Rain","Actual Rain","Rainy Days","Year"
"1","Thane","Thane","January",2.3,NA,NA,2012
"2","Thane","Thane","February",1,NA,NA,2012
"3","Thane","Thane","March",1.1,NA,NA,2012
"4","Thane","Thane","April",1.7,NA,NA,2012
"5","Thane","Thane","May",21.4,0,0,2012
"6","Thane","Thane","June",534.8,384.6,12,2012
"7","Thane","Thane","July",961.6,720,28,2012
"8","Thane","Thane","August",637.2,562.9,29,2012
"9","Thane","Thane","September",334.4,669.8,17,2012
"10","Thane","Thane","October",101.1,122.4,6,2012
"11","Thane","Thane","November",15.1,NA,NA,2012
"12","Thane","Thane","December",2.4,NA,NA,2012
"13","Thane","Kalyan","January",1.7,NA,NA,2012
"14","Thane","Kalyan","February",1.2,NA,NA,2012
"15","Thane","Kalyan","March",0.4,NA,NA,2012
"16","Thane","Kalyan","April",1.3,NA,NA,2012
"17","Thane","Kalyan","May",13.2,0,0,2012
"18","Thane","Kalyan","June",476.8,235,10,2012
"19","Thane","Kalyan","July",1023.4,763,26,2012
"20","Thane","Kalyan","August",652.7,725,23,2012
"21","Thane","Kalyan","September",301.7,652,17,2012
"22","Thane","Kalyan","October",90.6,121,3,2012
"23","Thane","Kalyan","November",16.3,NA,NA,2012
"24","Thane","Kalyan","December",2.8,NA,NA,2012
"25","Thane","Murbad","January",2.1,NA,NA,2012
"26","Thane","Murbad","February",0.8,NA,NA,2012
"27","Thane","Murbad","March",0.9,NA,NA,2012
"28","Thane","Murbad","April",3.5,NA,NA,2012
"29","Thane","Murbad","May",17.8,0,0,2012
"30","Thane","Murbad","June",378.3,307.3,9,2012
"31","Thane","Murbad","July",968.9,486.7,24,2012
"32","Thane","Murbad","August",634.3,624,28,2012
"33","Thane","Murbad","September",347.1,468,18,2012
"34","Thane","Murbad","October",103.2,114,6,2012
"35","Thane","Murbad","November",20.3,NA,NA,2012
"36","Thane","Murbad","December",3.2,NA,NA,2012
"37","Thane","Bhivandi","January",2.6,NA,NA,2012
"38","Thane","Bhivandi","February",1.2,NA,NA,2012
"39","Thane","Bhivandi","March",0.9,NA,NA,2012
"40","Thane","Bhivandi","April",1.4,NA,NA,2012
"41","Thane","Bhivandi","May",18.7,0,0,2012
"42","Thane","Bhivandi","June",471.7,215,11,2012
"43","Thane","Bhivandi","July",965.8,689,24,2012
"44","Thane","Bhivandi","August",646.4,600,23,2012
"45","Thane","Bhivandi","September",337.6,551,15,2012
"46","Thane","Bhivandi","October",94.8,82,5,2012
"47","Thane","Bhivandi","November",10.7,NA,NA,2012
"48","Thane","Bhivandi","December",2.3,NA,NA,2012
"49","Thane","Shahapur","January",2.5,NA,NA,2012
"50","Thane","Shahapur","February",1,NA,NA,2012
"51","Thane","Shahapur","March",1.9,NA,NA,2012
"52","Thane","Shahapur","April",1.7,NA,NA,2012
"53","Thane","Shahapur","May",18.2,0,0,2012
"54","Thane","Shahapur","June",412.7,348.8,11,2012
"55","Thane","Shahapur","July",1102.4,661.2,28,2012
"56","Thane","Shahapur","August",703.2,524,25,2012
"57","Thane","Shahapur","September",338.1,523.6,17,2012
"58","Thane","Shahapur","October",95.2,97.4,6,2012
"59","Thane","Shahapur","November",15.8,NA,NA,2012
"60","Thane","Shahapur","December",2.9,NA,NA,2012
"61","Thane","Ulhasnagar","January",1.7,NA,NA,2012
"62","Thane","Ulhasnagar","February",1.2,NA,NA,2012
"63","Thane","Ulhasnagar","March",0.4,NA,NA,2012
"64","Thane","Ulhasnagar","April",1.3,NA,NA,2012
"65","Thane","Ulhasnagar","May",13.2,0,0,2012
"66","Thane","Ulhasnagar","June",457,312,15,2012
"67","Thane","Ulhasnagar","July",1001.4,767.4,27,2012
"68","Thane","Ulhasnagar","August",604.3,529.6,27,2012
"69","Thane","Ulhasnagar","September",301.9,675,16,2012
