"","District","Taluka","Month","Normal Rain","Actual Rain","Rainy Days","Year"
"1","Thane","Thane","January",2.3,0,0,2003
"2","Thane","Thane","February",1,0,0,2003
"3","Thane","Thane","March",1.1,0,0,2003
"4","Thane","Thane","April",1.7,0,0,2003
"5","Thane","Thane","May",21.4,0,0,2003
"6","Thane","Thane","June",534.8,806.3,17,2003
"7","Thane","Thane","July",961.6,932.2,28,2003
"8","Thane","Thane","August",637.2,490.9,30,2003
"9","Thane","Thane","September",334.4,286.6,18,2003
"10","Thane","Thane","October",101.1,8,1,2003
"11","Thane","Thane","November",15.1,0,0,2003
"12","Thane","Thane","December",2.4,0,0,2003
"13","Thane","Kalyan","January",1.7,9,1,2003
"14","Thane","Kalyan","February",1.2,0,0,2003
"15","Thane","Kalyan","March",0.4,0,0,2003
"16","Thane","Kalyan","April",1.3,0,0,2003
"17","Thane","Kalyan","May",13.2,0,0,2003
"18","Thane","Kalyan","June",476.8,713.8,17,2003
"19","Thane","Kalyan","July",1023.4,879,24,2003
"20","Thane","Kalyan","August",652.7,711,29,2003
"21","Thane","Kalyan","September",301.7,332,20,2003
"22","Thane","Kalyan","October",90.6,36,5,2003
"23","Thane","Kalyan","November",16.3,0,0,2003
"24","Thane","Kalyan","December",2.8,0,0,2003
"25","Thane","Murbad","January",2.1,0,0,2003
"26","Thane","Murbad","February",0.8,2,0,2003
"27","Thane","Murbad","March",0.9,0,0,2003
"28","Thane","Murbad","April",3.5,3,1,2003
"29","Thane","Murbad","May",17.8,0,0,2003
"30","Thane","Murbad","June",378.3,1415.5,15,2003
"31","Thane","Murbad","July",968.9,1323.2,26,2003
"32","Thane","Murbad","August",634.3,1180.8,30,2003
"33","Thane","Murbad","September",347.1,642.4,24,2003
"34","Thane","Murbad","October",103.2,35.1,4,2003
"35","Thane","Murbad","November",20.3,0,0,2003
"36","Thane","Murbad","December",3.2,0,0,2003
"37","Thane","Bhivandi","January",2.6,0,0,2003
"38","Thane","Bhivandi","February",1.2,0,0,2003
"39","Thane","Bhivandi","March",0.9,0,0,2003
"40","Thane","Bhivandi","April",1.4,0,0,2003
"41","Thane","Bhivandi","May",18.7,0,0,2003
"42","Thane","Bhivandi","June",471.7,670,16,2003
"43","Thane","Bhivandi","July",965.8,791,25,2003
"44","Thane","Bhivandi","August",646.4,562,25,2003
"45","Thane","Bhivandi","September",337.6,283,19,2003
"46","Thane","Bhivandi","October",94.8,29,2,2003
"47","Thane","Bhivandi","November",10.7,0,0,2003
"48","Thane","Bhivandi","December",2.3,0,0,2003
"49","Thane","Shahapur","January",2.5,0,0,2003
"50","Thane","Shahapur","February",1,0,0,2003
"51","Thane","Shahapur","March",1.9,0,0,2003
"52","Thane","Shahapur","April",1.7,0,0,2003
"53","Thane","Shahapur","May",18.2,0,0,2003
"54","Thane","Shahapur","June",412.7,686,14,2003
"55","Thane","Shahapur","July",1102.4,886,26,2003
"56","Thane","Shahapur","August",703.2,723,27,2003
"57","Thane","Shahapur","September",338.1,287,19,2003
"58","Thane","Shahapur","October",95.2,34,2,2003
"59","Thane","Shahapur","November",15.8,0,0,2003
"60","Thane","Shahapur","December",2.9,0,0,2003
"61","Thane","Ulhasnagar","January",1.7,0,0,2003
"62","Thane","Ulhasnagar","February",1.2,0,0,2003
"63","Thane","Ulhasnagar","March",0.4,0,0,2003
"64","Thane","Ulhasnagar","April",1.3,0,0,2003
"65","Thane","Ulhasnagar","May",13.2,0,0,2003
"66","Thane","Ulhasnagar","June",457,452.7,14,2003
"67","Thane","Ulhasnagar","July",1001.4,682.1,22,2003
"68","Thane","Ulhasnagar","August",604.3,385.9,22,2003
"69","Thane","Ulhasnagar","September",301.9,184.7,12,2003
"70","Thane","Ulhasnagar","October",90.6,46.8,2,2003
"71","Thane","Ulhasnagar","November",16.3,0,0,2003
"72","Thane","Ulhasnagar","December",2.8,0,0,2003
"73","Thane","Ambarnath","January",1.7,0,0,2003
"74","Thane","Ambarnath","February",1.2,0,0,2003
"75","Thane","Ambarnath","March",0.4,0,0,2003
"76","Thane","Ambarnath","April",1.3,0,0,2003
"77","Thane","Ambarnath","May",13.2,0,0,2003
"78","Thane","Ambarnath","June",457,675.9,17,2003
"79","Thane","Ambarnath","July",1001.4,629.1,22,2003
"80","Thane","Ambarnath","August",604.3,503.5,24,2003
"81","Thane","Ambarnath","September",301.9,287.7,17,2003
"82","Thane","Ambarnath","October",90.6,80.4,2,2003
"83","Thane","Ambarnath","November",16.3,0,0,2003
"84","Thane","Ambarnath","December",2.8,0,0,2003
"85","Raigadh","Alibag","January",1.7,0,0,2003
"86","Raigadh","Alibag","February",2,0,0,2003
"87","Raigadh","Alibag","March",0.2,0,0,2003
"88","Raigadh","Alibag","April",1.8,0,0,2003
"89","Raigadh","Alibag","May",17,11,1,2003
"90","Raigadh","Alibag","June",540.8,1015.3,22,2003
"91","Raigadh","Alibag","July",723,724.6,25,2003
"92","Raigadh","Alibag","August",479.4,358.3,22,2003
"93","Raigadh","Alibag","September",313.1,375.7,22,2003
"94","Raigadh","Alibag","October",74.8,0,0,2003
"95","Raigadh","Alibag","November",20.4,0,0,2003
"96","Raigadh","Alibag","December",3,0,0,2003
"97","Raigadh","Panwel","January",0.9,0,0,2003
"98","Raigadh","Panwel","February",0.8,0,0,2003
"99","Raigadh","Panwel","March",0.5,0,0,2003
"100","Raigadh","Panwel","April",1.8,0,0,2003
"101","Raigadh","Panwel","May",15.9,94,2,2003
"102","Raigadh","Panwel","June",567.5,1057.8,21,2003
"103","Raigadh","Panwel","July",1128.9,1114.6,25,2003
"104","Raigadh","Panwel","August",790.4,522.3,25,2003
"105","Raigadh","Panwel","September",402,230.2,14,2003
"106","Raigadh","Panwel","October",94.5,3,0,2003
"107","Raigadh","Panwel","November",15.3,0,0,2003
"108","Raigadh","Panwel","December",2.5,0,0,2003
"109","Raigadh","Karjat","January",1.1,3.6,1,2003
"110","Raigadh","Karjat","February",0.5,14.5,1,2003
"111","Raigadh","Karjat","March",1.6,0,0,2003
"112","Raigadh","Karjat","April",2.8,0,0,2003
"113","Raigadh","Karjat","May",19.3,47.6,2,2003
"114","Raigadh","Karjat","June",548.7,916.3,22,2003
"115","Raigadh","Karjat","July",1378.2,1003.3,27,2003
"116","Raigadh","Karjat","August",937.6,729,29,2003
"117","Raigadh","Karjat","September",436,525.7,22,2003
"118","Raigadh","Karjat","October",131.4,3,1,2003
"119","Raigadh","Karjat","November",19.9,0,0,2003
"120","Raigadh","Karjat","December",2.4,0,0,2003
"121","Raigadh","Khalapur","January",0.1,0,0,2003
"122","Raigadh","Khalapur","February",0.1,0,0,2003
"123","Raigadh","Khalapur","March",0.1,0,0,2003
"124","Raigadh","Khalapur","April",1.5,0,0,2003
"125","Raigadh","Khalapur","May",26.5,56,2,2003
"126","Raigadh","Khalapur","June",563.4,961.9,21,2003
"127","Raigadh","Khalapur","July",1302.2,812.4,26,2003
"128","Raigadh","Khalapur","August",1026.1,684.4,28,2003
"129","Raigadh","Khalapur","September",458.5,523.5,22,2003
"130","Raigadh","Khalapur","October",142,43.8,3,2003
"131","Raigadh","Khalapur","November",7.8,0,0,2003
"132","Raigadh","Khalapur","December",8,0,0,2003
"133","Raigadh","Uran","January",1.6,0,0,2003
"134","Raigadh","Uran","February",1.7,0,0,2003
"135","Raigadh","Uran","March",1,0,0,2003
"136","Raigadh","Uran","April",1.1,0,0,2003
"137","Raigadh","Uran","May",14.8,25.2,2,2003
"138","Raigadh","Uran","June",524.2,523.5,18,2003
