"","District","Taluka","Month","Normal Rain","Actual Rain","Rainy Days","Year"
"92","Raigadh","Alibag","August",479.4,729.7,20,2000
"93","Raigadh","Alibag","September",313.1,40.2,4,2000
"94","Raigadh","Alibag","October",74.8,4.4,1,2000
"95","Raigadh","Alibag","November",20.4,0,0,2000
"96","Raigadh","Alibag","December",3,3,1,2000
"97","Raigadh","Panwel","January",0.9,0,0,2000
"98","Raigadh","Panwel","February",0.8,0,0,2000
"99","Raigadh","Panwel","March",0.5,0,0,2000
"100","Raigadh","Panwel","April",1.8,0,0,2000
"101","Raigadh","Panwel","May",15.9,299.5,6,2000
"102","Raigadh","Panwel","June",567.5,331.7,18,2000
"103","Raigadh","Panwel","July",1128.9,1456,23,2000
"104","Raigadh","Panwel","August",790.4,764.3,21,2000
"105","Raigadh","Panwel","September",402,85,6,2000
"106","Raigadh","Panwel","October",94.5,81,3,2000
"107","Raigadh","Panwel","November",15.3,0,0,2000
"108","Raigadh","Panwel","December",2.5,3,1,2000
"109","Raigadh","Karjat","January",1.1,0,0,2000
"110","Raigadh","Karjat","February",0.5,0,0,2000
"111","Raigadh","Karjat","March",1.6,0,0,2000
"112","Raigadh","Karjat","April",2.8,0,0,2000
"113","Raigadh","Karjat","May",19.3,388.5,5,2000
"114","Raigadh","Karjat","June",548.7,503.3,16,2000
"115","Raigadh","Karjat","July",1378.2,1373,24,2000
"116","Raigadh","Karjat","August",937.6,963.6,25,2000
"117","Raigadh","Karjat","September",436,107.7,8,2000
"118","Raigadh","Karjat","October",131.4,76,6,2000
"119","Raigadh","Karjat","November",19.9,0,0,2000
"120","Raigadh","Karjat","December",2.4,0,0,2000
"121","Raigadh","Khalapur","January",0.1,0,0,2000
"122","Raigadh","Khalapur","February",0.1,0,0,2000
"123","Raigadh","Khalapur","March",0.1,0,0,2000
"124","Raigadh","Khalapur","April",1.5,0,0,2000
"125","Raigadh","Khalapur","May",26.5,165,6,2000
"126","Raigadh","Khalapur","June",563.4,470,19,2000
"127","Raigadh","Khalapur","July",1302.2,1436,24,2000
"128","Raigadh","Khalapur","August",1026.1,928,25,2000
"129","Raigadh","Khalapur","September",458.5,85,8,2000
"130","Raigadh","Khalapur","October",142,172,9,2000
"131","Raigadh","Khalapur","November",7.8,0,0,2000
"132","Raigadh","Khalapur","December",8,13,1,2000
"133","Raigadh","Uran","January",1.6,0,0,2000
"134","Raigadh","Uran","February",1.7,0,0,2000
"135","Raigadh","Uran","March",1,0,0,2000
"136","Raigadh","Uran","April",1.1,0,0,2000
"137","Raigadh","Uran","May",14.8,74,5,2000
"138","Raigadh","Uran","June",524.2,428,11,2000
"139","Raigadh","Uran","July",762.4,1187,17,2000
"140","Raigadh","Uran","August",486.6,743,17,2000
"141","Raigadh","Uran","September",306.3,78,5,2000
"142","Raigadh","Uran","October",71.7,54,3,2000
"143","Raigadh","Uran","November",11.7,0,0,2000
"144","Raigadh","Uran","December",1.6,8,1,2000
"145","Raigadh","Sudhagad","January",0.1,0,0,2000
"146","Raigadh","Sudhagad","February",0.1,0,0,2000
"147","Raigadh","Sudhagad","March",0.1,0,0,2000
"148","Raigadh","Sudhagad","April",2.3,0,0,2000
"149","Raigadh","Sudhagad","May",27.7,224,5,2000
"150","Raigadh","Sudhagad","June",735.6,529,20,2000
"151","Raigadh","Sudhagad","July",1484,1227,25,2000
"152","Raigadh","Sudhagad","August",1067.7,1178,25,2000
"153","Raigadh","Sudhagad","September",452.1,164,10,2000
"154","Raigadh","Sudhagad","October",105.5,162,11,2000
"155","Raigadh","Sudhagad","November",14.6,0,0,2000
"156","Raigadh","Sudhagad","December",6.6,19,1,2000
"157","Raigadh","Pen","January",1.2,0,0,2000
"158","Raigadh","Pen","February",1,0,0,2000
"159","Raigadh","Pen","March",0.5,0,0,2000
"160","Raigadh","Pen","April",1.5,0,0,2000
"161","Raigadh","Pen","May",13.1,192.2,5,2000
"162","Raigadh","Pen","June",554.1,559.8,17,2000
"163","Raigadh","Pen","July",1112.4,1385,21,2000
"164","Raigadh","Pen","August",760.2,1136,23,2000
"165","Raigadh","Pen","September",407.3,76.9,6,2000
"166","Raigadh","Pen","October",103.9,109.1,8,2000
"167","Raigadh","Pen","November",19,0,0,2000
"168","Raigadh","Pen","December",2.2,10.1,1,2000
"169","Raigadh","Mahad","January",1.6,0,0,2000
"170","Raigadh","Mahad","February",0.4,0,0,2000
"171","Raigadh","Mahad","March",0.7,0,0,2000
"172","Raigadh","Mahad","April",7.3,0,0,2000
"173","Raigadh","Mahad","May",32.9,119,4,2000
"174","Raigadh","Mahad","June",651,794.5,22,2000
"175","Raigadh","Mahad","July",1348.2,1021,24,2000
"176","Raigadh","Mahad","August",912.9,801.3,23,2000
"177","Raigadh","Mahad","September",414.1,95.5,6,2000
"178","Raigadh","Mahad","October",128.3,143.3,8,2000
"179","Raigadh","Mahad","November",22.8,0,0,2000
"180","Raigadh","Mahad","December",4.3,6,1,2000
"181","Raigadh","Mangaon","January",1.6,0,0,2000
"182","Raigadh","Mangaon","February",0.5,0,0,2000
"183","Raigadh","Mangaon","March",0.4,0,0,2000
"184","Raigadh","Mangaon","April",5.2,0,0,2000
"185","Raigadh","Mangaon","May",26.4,162,5,2000
"186","Raigadh","Mangaon","June",630.3,779,22,2000
"187","Raigadh","Mangaon","July",1248.4,1434.2,22,2000
"188","Raigadh","Mangaon","August",776.4,1060.8,24,2000
"189","Raigadh","Mangaon","September",387.1,92,5,2000
"190","Raigadh","Mangaon","October",115.5,168,10,2000
"191","Raigadh","Mangaon","November",20,0,0,2000
"192","Raigadh","Mangaon","December",3,10,1,2000
"193","Raigadh","Roha","January",1.7,0,0,2000
"194","Raigadh","Roha","February",0.7,0,0,2000
"195","Raigadh","Roha","March",0.7,0,0,2000
"196","Raigadh","Roha","April",3.1,0,0,2000
"197","Raigadh","Roha","May",20.2,209,7,2000
"198","Raigadh","Roha","June",704.9,824,21,2000
"199","Raigadh","Roha","July",1265.5,1492,26,2000
"200","Raigadh","Roha","August",827.5,1064,24,2000
"201","Raigadh","Roha","September",366.3,145,8,2000
"202","Raigadh","Roha","October",129.1,90,6,2000
"203","Raigadh","Roha","November",23.9,0,0,2000
"204","Raigadh","Roha","December",1.6,11,1,2000
"205","Raigadh","Poladpur","January",0.1,0,0,2000
"206","Raigadh","Poladpur","February",0.1,0,0,2000
"207","Raigadh","Poladpur","March",1.9,0,0,2000
"208","Raigadh","Poladpur","April",5,0,0,2000
"209","Raigadh","Poladpur","May",48.9,206.7,8,2000
"210","Raigadh","Poladpur","June",728.6,699.8,22,2000
"211","Raigadh","Poladpur","July",1371.3,1255,27,2000
"212","Raigadh","Poladpur","August",1051.1,832.8,25,2000
"213","Raigadh","Poladpur","September",412.4,101,7,2000
"214","Raigadh","Poladpur","October",148.6,234,11,2000
"215","Raigadh","Poladpur","November",30,0,0,2000
"216","Raigadh","Poladpur","December",11.3,7,1,2000
"217","Raigadh","Murud","January",0.1,0,0,2000
"218","Raigadh","Murud","February",0.1,0,0,2000
"219","Raigadh","Murud","March",0.1,0,0,2000
"220","Raigadh","Murud","April",0.1,0,0,2000
"221","Raigadh","Murud","May",28.9,178.5,7,2000
"222","Raigadh","Murud","June",664.2,630,15,2000
"223","Raigadh","Murud","July",917.6,1173,21,2000
"224","Raigadh","Murud","August",700.2,992,22,2000
"225","Raigadh","Murud","September",348.8,51,6,2000
"226","Raigadh","Murud","October",107.7,4,0,2000
"227","Raigadh","Murud","November",9.8,0,0,2000
"228","Raigadh","Murud","December",3.1,25,1,2000
"229","Raigadh","Shriwardhan","January",0.1,0,0,2000
"230","Raigadh","Shriwardhan","February",0.1,0,0,2000
"231","Raigadh","Shriwardhan","March",0.1,0,0,2000
"232","Raigadh","Shriwardhan","April",0.1,0,0,2000
"233","Raigadh","Shriwardhan","May",30.2,197.4,9,2000
"234","Raigadh","Shriwardhan","June",911.6,662.1,20,2000
"235","Raigadh","Shriwardhan","July",1150.5,850.6,24,2000
"236","Raigadh","Shriwardhan","August",745.4,940.9,20,2000
"237","Raigadh","Shriwardhan","September",337.1,38.2,6,2000
"238","Raigadh","Shriwardhan","October",85,84.4,3,2000
"239","Raigadh","Shriwardhan","November",3.7,0,0,2000
"240","Raigadh","Shriwardhan","December",12.9,11,1,2000
"241","Raigadh","Mahasala","January",0.1,0,0,2000
"242","Raigadh","Mahasala","February",0.1,0,0,2000
"243","Raigadh","Mahasala","March",0.1,0,0,2000
"244","Raigadh","Mahasala","April",4.8,0,0,2000
"245","Raigadh","Mahasala","May",34.6,172,10,2000
"246","Raigadh","Mahasala","June",803.5,846.6,21,2000
"247","Raigadh","Mahasala","July",1277.4,1444,26,2000
"248","Raigadh","Mahasala","August",935.6,1000.4,21,2000
"249","Raigadh","Mahasala","September",394.3,77,6,2000
"250","Raigadh","Mahasala","October",120.5,94.4,5,2000
"251","Raigadh","Mahasala","November",5.2,0,0,2000
"252","Raigadh","Mahasala","December",3,19.2,1,2000
"253","Raigadh","Tala","January",1.6,0,0,2000
"254","Raigadh","Tala","February",0.5,0,0,2000
"255","Raigadh","Tala","March",0.4,0,0,2000
"256","Raigadh","Tala","April",5.2,0,0,2000
"257","Raigadh","Tala","May",26.4,0,0,2000
"258","Raigadh","Tala","June",630.3,227.4,20,2000
"259","Raigadh","Tala","July",1248.4,1092.7,27,2000
"260","Raigadh","Tala","August",776.4,1257,27,2000
"261","Raigadh","Tala","September",387.1,138,8,2000
"262","Raigadh","Tala","October",115.5,84,4,2000
"263","Raigadh","Tala","November",20,0,0,2000
"264","Raigadh","Tala","December",3,7,1,2000
"265","Ratnagiri","Chiplun","January",1.9,0,0,2000
"266","Ratnagiri","Chiplun","February",0.5,0,0,2000
"267","Ratnagiri","Chiplun","March",2.2,0,0,2000
"268","Ratnagiri","Chiplun","April",9.4,0,0,2000
"269","Ratnagiri","Chiplun","May",37.8,0,0,2000
"270","Ratnagiri","Chiplun","June",783.9,874.8,22,2000
"271","Ratnagiri","Chiplun","July",1377.8,1328,25,2000
"272","Ratnagiri","Chiplun","August",956.2,1137,20,2000
"273","Ratnagiri","Chiplun","September",429.5,236,14,2000
"274","Ratnagiri","Chiplun","October",171.2,312,9,2000
"275","Ratnagiri","Chiplun","November",34.4,0,0,2000
"276","Ratnagiri","Chiplun","December",5.2,0,0,2000
"277","Ratnagiri","Dapoli","January",1.6,0,0,2000
"278","Ratnagiri","Dapoli","February",0.7,0,0,2000
"279","Ratnagiri","Dapoli","March",0.3,0,0,2000
"280","Ratnagiri","Dapoli","April",6.4,0,0,2000
"281","Ratnagiri","Dapoli","May",29,0,0,2000
"282","Ratnagiri","Dapoli","June",910.3,1248.4,19,2000
"283","Ratnagiri","Dapoli","July",1298.3,1693.1,27,2000
"284","Ratnagiri","Dapoli","August",958.7,1308.1,22,2000
"285","Ratnagiri","Dapoli","September",418.5,69.8,5,2000
"286","Ratnagiri","Dapoli","October",99.8,79.2,3,2000
"287","Ratnagiri","Dapoli","November",22.1,0,0,2000
"288","Ratnagiri","Dapoli","December",2.5,0,0,2000
"289","Ratnagiri","Khed","January",1.1,0,0,2000
"290","Ratnagiri","Khed","February",0.7,0,0,2000
"291","Ratnagiri","Khed","March",0.7,0,0,2000
"292","Ratnagiri","Khed","April",5.5,0,0,2000
"293","Ratnagiri","Khed","May",26.2,0,0,2000
"294","Ratnagiri","Khed","June",827.2,822,22,2000
"295","Ratnagiri","Khed","July",1379.9,1505,26,2000
"296","Ratnagiri","Khed","August",894.2,1152,23,2000
"297","Ratnagiri","Khed","September",409.6,241,13,2000
"298","Ratnagiri","Khed","October",155.4,235,7,2000
"299","Ratnagiri","Khed","November",29.9,0,0,2000
"300","Ratnagiri","Khed","December",4.5,0,0,2000
"301","Ratnagiri","Guhagar","January",1,0,0,2000
"302","Ratnagiri","Guhagar","February",0.5,0,0,2000
"303","Ratnagiri","Guhagar","March",0.1,0,0,2000
"304","Ratnagiri","Guhagar","April",4.2,0,0,2000
"305","Ratnagiri","Guhagar","May",31,0,0,2000
"306","Ratnagiri","Guhagar","June",696.6,961,21,2000
"307","Ratnagiri","Guhagar","July",893.3,1130,22,2000
"308","Ratnagiri","Guhagar","August",338.1,1126,19,2000
"309","Ratnagiri","Guhagar","September",657.9,112,8,2000
"310","Ratnagiri","Guhagar","October",99,123,5,2000
"311","Ratnagiri","Guhagar","November",20.1,0,0,2000
"312","Ratnagiri","Guhagar","December",3.4,0,0,2000
"313","Ratnagiri","Mandangad","January",1.9,0,0,2000
"314","Ratnagiri","Mandangad","February",0.4,0,0,2000
"315","Ratnagiri","Mandangad","March",0.9,0,0,2000
"316","Ratnagiri","Mandangad","April",7,0,0,2000
"317","Ratnagiri","Mandangad","May",28.7,0,0,2000
"318","Ratnagiri","Mandangad","June",858,760.8,23,2000
"319","Ratnagiri","Mandangad","July",1587.1,1580,25,2000
"320","Ratnagiri","Mandangad","August",1012.1,968.4,23,2000
"321","Ratnagiri","Mandangad","September",439.6,292.4,12,2000
"322","Ratnagiri","Mandangad","October",133.9,60,5,2000
"323","Ratnagiri","Mandangad","November",22.2,0,0,2000
"324","Ratnagiri","Mandangad","December",5.6,0,0,2000
"325","Ratnagiri","Ratnagiri","January",0.1,0,0,2000
"326","Ratnagiri","Ratnagiri","February",0.1,0,0,2000
"327","Ratnagiri","Ratnagiri","March",0.1,0,0,2000
"328","Ratnagiri","Ratnagiri","April",3.6,0,0,2000
"329","Ratnagiri","Ratnagiri","May",35.7,0,0,2000
"330","Ratnagiri","Ratnagiri","June",825.2,1056.9,21,2000
"331","Ratnagiri","Ratnagiri","July",944.5,1090.4,23,2000
"332","Ratnagiri","Ratnagiri","August",633.8,786.7,20,2000
"333","Ratnagiri","Ratnagiri","September",347.5,89.7,8,2000
"334","Ratnagiri","Ratnagiri","October",159.2,98.4,6,2000
"335","Ratnagiri","Ratnagiri","November",20.9,0,0,2000
"336","Ratnagiri","Ratnagiri","December",8.5,32.2,1,2000
"337","Ratnagiri","Sangameshwar","January",2,0,0,2000
"338","Ratnagiri","Sangameshwar","February",0.2,0,0,2000
"339","Ratnagiri","Sangameshwar","March",2.4,0,0,2000
"340","Ratnagiri","Sangameshwar","April",10.3,0,0,2000
"341","Ratnagiri","Sangameshwar","May",38.5,0,0,2000
"342","Ratnagiri","Sangameshwar","June",783.1,531.2,20,2000
"343","Ratnagiri","Sangameshwar","July",1447.8,1274,27,2000
"344","Ratnagiri","Sangameshwar","August",888.1,1011,21,2000
"345","Ratnagiri","Sangameshwar","September",429.7,212,13,2000
"346","Ratnagiri","Sangameshwar","October",182.9,349.8,9,2000
"347","Ratnagiri","Sangameshwar","November",39.6,0,0,2000
"348","Ratnagiri","Sangameshwar","December",6.6,2,0,2000
"349","Ratnagiri","Rajapur","January",1.3,0,0,2000
"350","Ratnagiri","Rajapur","February",0.2,0,0,2000
"351","Ratnagiri","Rajapur","March",0.2,0,0,2000
"352","Ratnagiri","Rajapur","April",4.6,0,0,2000
"353","Ratnagiri","Rajapur","May",37.7,0,0,2000
"354","Ratnagiri","Rajapur","June",849.2,893,24,2000
"355","Ratnagiri","Rajapur","July",1239.8,1155,26,2000
"356","Ratnagiri","Rajapur","August",863.9,676,21,2000
"357","Ratnagiri","Rajapur","September",359.7,132.5,13,2000
"358","Ratnagiri","Rajapur","October",133.4,114.5,13,2000
"359","Ratnagiri","Rajapur","November",31.3,0,0,2000
"360","Ratnagiri","Rajapur","December",4,0,0,2000
"361","Ratnagiri","Lanja","January",1.6,0,0,2000
"362","Ratnagiri","Lanja","February",0.1,0,0,2000
"363","Ratnagiri","Lanja","March",0.8,0,0,2000
"364","Ratnagiri","Lanja","April",11.9,0,0,2000
"365","Ratnagiri","Lanja","May",63.4,0,0,2000
"366","Ratnagiri","Lanja","June",828,826.4,25,2000
"367","Ratnagiri","Lanja","July",1409.1,985.4,25,2000
"368","Ratnagiri","Lanja","August",915.8,767,18,2000
"369","Ratnagiri","Lanja","September",386,125,8,2000
"370","Ratnagiri","Lanja","October",186.2,199,10,2000
"371","Ratnagiri","Lanja","November",33.2,0,0,2000
"372","Ratnagiri","Lanja","December",14.3,3,1,2000
"373","Sindhudurg","Devgad","January",2.2,7,1,2000
"374","Sindhudurg","Devgad","February",0.1,0,0,2000
"375","Sindhudurg","Devgad","March",0.5,0,0,2000
"376","Sindhudurg","Devgad","April",5.9,0,0,2000
"377","Sindhudurg","Devgad","May",47.2,62,3,2000
"378","Sindhudurg","Devgad","June",735.2,821,18,2000
"379","Sindhudurg","Devgad","July",765.3,1278,23,2000
"380","Sindhudurg","Devgad","August",508.2,617,18,2000
"381","Sindhudurg","Devgad","September",285.6,87,9,2000
"382","Sindhudurg","Devgad","October",101.6,143,4,2000
"383","Sindhudurg","Devgad","November",27.4,0,0,2000
"384","Sindhudurg","Devgad","December",8.5,0,0,2000
"385","Sindhudurg","Malwan","January",0.7,55,1,2000
"386","Sindhudurg","Malwan","February",0.6,0,0,2000
"387","Sindhudurg","Malwan","March",0.7,0,0,2000
"388","Sindhudurg","Malwan","April",7.8,0,0,2000
"389","Sindhudurg","Malwan","May",53.2,153.8,5,2000
"390","Sindhudurg","Malwan","June",730.1,922.4,19,2000
"391","Sindhudurg","Malwan","July",761.3,1490,26,2000
"392","Sindhudurg","Malwan","August",482.4,683,20,2000
"393","Sindhudurg","Malwan","September",256.6,155,8,2000
"394","Sindhudurg","Malwan","October",90.9,61,5,2000
"395","Sindhudurg","Malwan","November",27.8,0,0,2000
"396","Sindhudurg","Malwan","December",7.9,0,0,2000
"397","Sindhudurg","Sawantwadi","January",1.5,0,0,2000
"398","Sindhudurg","Sawantwadi","February",0.2,0,0,2000
"399","Sindhudurg","Sawantwadi","March",0.8,0,0,2000
"400","Sindhudurg","Sawantwadi","April",9.5,0,0,2000
"401","Sindhudurg","Sawantwadi","May",62.7,185.3,10,2000
"402","Sindhudurg","Sawantwadi","June",1008.7,1406.4,25,2000
"403","Sindhudurg","Sawantwadi","July",1430.8,1285.3,26,2000
"404","Sindhudurg","Sawantwadi","August",830.6,916.7,21,2000
"405","Sindhudurg","Sawantwadi","September",357.8,201,12,2000
"406","Sindhudurg","Sawantwadi","October",187.3,100.3,9,2000
"407","Sindhudurg","Sawantwadi","November",46.4,0,0,2000
"408","Sindhudurg","Sawantwadi","December",10.7,0,0,2000
"409","Sindhudurg","Vengurla","January",0.9,0,0,2000
"410","Sindhudurg","Vengurla","February",0.4,0,0,2000
"411","Sindhudurg","Vengurla","March",0.7,0,0,2000
"412","Sindhudurg","Vengurla","April",7.7,0,0,2000
"413","Sindhudurg","Vengurla","May",69,166.8,8,2000
"414","Sindhudurg","Vengurla","June",932.8,1006.8,24,2000
"415","Sindhudurg","Vengurla","July",1035.6,1530.4,24,2000
"416","Sindhudurg","Vengurla","August",596.4,665.8,20,2000
"417","Sindhudurg","Vengurla","September",295.5,171.4,9,2000
"418","Sindhudurg","Vengurla","October",105.1,164.7,11,2000
"419","Sindhudurg","Vengurla","November",31.4,0,0,2000
"420","Sindhudurg","Vengurla","December",5.4,0,0,2000
"421","Sindhudurg","Kankawali","January",0.1,0,0,2000
"422","Sindhudurg","Kankawali","February",0.1,0,0,2000
"423","Sindhudurg","Kankawali","March",3.6,0,0,2000
"424","Sindhudurg","Kankawali","April",6.6,0,0,2000
"425","Sindhudurg","Kankawali","May",90,128,6,2000
"426","Sindhudurg","Kankawali","June",874.2,685,20,2000
"427","Sindhudurg","Kankawali","July",1321.1,1205,25,2000
"428","Sindhudurg","Kankawali","August",898.6,737,22,2000
"429","Sindhudurg","Kankawali","September",387.6,87,9,2000
"430","Sindhudurg","Kankawali","October",190.8,97,7,2000
"431","Sindhudurg","Kankawali","November",31.1,0,0,2000
"432","Sindhudurg","Kankawali","December",5.6,0,0,2000
"433","Sindhudurg","Kudal","January",0.8,0,0,2000
"434","Sindhudurg","Kudal","February",0.3,0,0,2000
"435","Sindhudurg","Kudal","March",1,0,0,2000
"436","Sindhudurg","Kudal","April",6.7,0,0,2000
"437","Sindhudurg","Kudal","May",58.5,153.6,8,2000
"438","Sindhudurg","Kudal","June",881.4,778.6,25,2000
"439","Sindhudurg","Kudal","July",1129.9,1231,26,2000
"440","Sindhudurg","Kudal","August",611.9,594,20,2000
"441","Sindhudurg","Kudal","September",289.4,137,7,2000
"442","Sindhudurg","Kudal","October",135.3,95,10,2000
"443","Sindhudurg","Kudal","November",38,0,0,2000
"444","Sindhudurg","Kudal","December",9.7,0,0,2000
"445","Sindhudurg","Vaibhavwadi","January",1.1,0,0,2000
"446","Sindhudurg","Vaibhavwadi","February",0.2,0,0,2000
"447","Sindhudurg","Vaibhavwadi","March",0.1,0,0,2000
"448","Sindhudurg","Vaibhavwadi","April",8.1,0,0,2000
"449","Sindhudurg","Vaibhavwadi","May",69.6,116.6,9,2000
"450","Sindhudurg","Vaibhavwadi","June",1138.9,659.8,22,2000
"451","Sindhudurg","Vaibhavwadi","July",2160.8,1228.8,28,2000
"452","Sindhudurg","Vaibhavwadi","August",1595.6,827,24,2000
"453","Sindhudurg","Vaibhavwadi","September",761.2,174,17,2000
"454","Sindhudurg","Vaibhavwadi","October",131.3,189.3,9,2000
"455","Sindhudurg","Vaibhavwadi","November",36,0,0,2000
"456","Sindhudurg","Vaibhavwadi","December",10.3,0,0,2000
"457","Sindhudurg","Dodamarg","January",1.5,0,0,2000
"458","Sindhudurg","Dodamarg","February",0.2,0,0,2000
"459","Sindhudurg","Dodamarg","March",0.8,0,0,2000
"460","Sindhudurg","Dodamarg","April",9.5,0,0,2000
"461","Sindhudurg","Dodamarg","May",62.7,0,0,2000
"462","Sindhudurg","Dodamarg","June",1008.7,340.2,9,2000
"463","Sindhudurg","Dodamarg","July",1430.8,0,0,2000
"464","Sindhudurg","Dodamarg","August",830.6,371.5,5,2000
"465","Sindhudurg","Dodamarg","September",357.8,33.5,5,2000
"466","Sindhudurg","Dodamarg","October",187.3,69.3,8,2000
"467","Sindhudurg","Dodamarg","November",46.4,0,0,2000
"468","Sindhudurg","Dodamarg","December",10.7,0,0,2000
"469","Palghar","Vasai","January",2.2,0,0,2000
"470","Palghar","Vasai","February",1.2,0,0,2000
"471","Palghar","Vasai","March",0.7,0,0,2000
"472","Palghar","Vasai","April",1,0,0,2000
"473","Palghar","Vasai","May",14.3,346,6,2000
"474","Palghar","Vasai","June",475.8,586,17,2000
"475","Palghar","Vasai","July",736.4,2041,19,2000
"476","Palghar","Vasai","August",424.1,700.1,19,2000
"477","Palghar","Vasai","September",297.1,121,8,2000
"478","Palghar","Vasai","October",79,138,5,2000
"479","Palghar","Vasai","November",12.9,0,0,2000
"480","Palghar","Vasai","December",3.2,7,1,2000
"481","Palghar","Wada","January",2.9,0,0,2000
"482","Palghar","Wada","February",0.8,0,0,2000
"483","Palghar","Wada","March",0.5,0,0,2000
