"","District","Taluka","Month","Normal Rain","Actual Rain","Rainy Days","Year"
"161","Raigadh","Pen","May",13.1,18.8,1,2001
"162","Raigadh","Pen","June",554.1,678.4,17,2001
"163","Raigadh","Pen","July",1112.4,961.7,31,2001
"164","Raigadh","Pen","August",760.2,670.2,29,2001
"165","Raigadh","Pen","September",407.3,199.6,14,2001
"166","Raigadh","Pen","October",103.9,103.4,6,2001
"167","Raigadh","Pen","November",19,0,0,2001
"168","Raigadh","Pen","December",2.2,0,0,2001
"169","Raigadh","Mahad","January",1.6,0,0,2001
"170","Raigadh","Mahad","February",0.4,0,0,2001
"171","Raigadh","Mahad","March",0.7,0,0,2001
"172","Raigadh","Mahad","April",7.3,0,0,2001
"173","Raigadh","Mahad","May",32.9,42.9,4,2001
"174","Raigadh","Mahad","June",651,404,16,2001
"175","Raigadh","Mahad","July",1348.2,1059,30,2001
"176","Raigadh","Mahad","August",912.9,708.2,27,2001
"177","Raigadh","Mahad","September",414.1,188.2,13,2001
"178","Raigadh","Mahad","October",128.3,80.9,5,2001
"179","Raigadh","Mahad","November",22.8,0,0,2001
"180","Raigadh","Mahad","December",4.3,0,0,2001
"181","Raigadh","Mangaon","January",1.6,4.2,1,2001
"182","Raigadh","Mangaon","February",0.5,0,0,2001
"183","Raigadh","Mangaon","March",0.4,0,0,2001
"184","Raigadh","Mangaon","April",5.2,0,0,2001
"185","Raigadh","Mangaon","May",26.4,24,3,2001
"186","Raigadh","Mangaon","June",630.3,469,17,2001
"187","Raigadh","Mangaon","July",1248.4,1037,31,2001
"188","Raigadh","Mangaon","August",776.4,620,28,2001
"189","Raigadh","Mangaon","September",387.1,266,14,2001
"190","Raigadh","Mangaon","October",115.5,84,4,2001
"191","Raigadh","Mangaon","November",20,0,0,2001
"192","Raigadh","Mangaon","December",3,0,0,2001
"193","Raigadh","Roha","January",1.7,0,0,2001
"194","Raigadh","Roha","February",0.7,0,0,2001
"195","Raigadh","Roha","March",0.7,0,0,2001
"196","Raigadh","Roha","April",3.1,0,0,2001
"197","Raigadh","Roha","May",20.2,25,3,2001
"198","Raigadh","Roha","June",704.9,509,18,2001
"199","Raigadh","Roha","July",1265.5,1235.1,31,2001
"200","Raigadh","Roha","August",827.5,651.8,27,2001
"201","Raigadh","Roha","September",366.3,197,12,2001
"202","Raigadh","Roha","October",129.1,38.2,2,2001
"203","Raigadh","Roha","November",23.9,0,0,2001
"204","Raigadh","Roha","December",1.6,0,0,2001
"205","Raigadh","Poladpur","January",0.1,20,1,2001
"206","Raigadh","Poladpur","February",0.1,0,0,2001
"207","Raigadh","Poladpur","March",1.9,0,0,2001
"208","Raigadh","Poladpur","April",5,0,0,2001
"209","Raigadh","Poladpur","May",48.9,37,4,2001
"210","Raigadh","Poladpur","June",728.6,1428.9,18,2001
"211","Raigadh","Poladpur","July",1371.3,1346,31,2001
"212","Raigadh","Poladpur","August",1051.1,755.2,29,2001
"213","Raigadh","Poladpur","September",412.4,294.2,14,2001
"214","Raigadh","Poladpur","October",148.6,85,4,2001
"215","Raigadh","Poladpur","November",30,0,0,2001
"216","Raigadh","Poladpur","December",11.3,0,0,2001
"217","Raigadh","Murud","January",0.1,0,0,2001
"218","Raigadh","Murud","February",0.1,0,0,2001
"219","Raigadh","Murud","March",0.1,0,0,2001
"220","Raigadh","Murud","April",0.1,0,0,2001
"221","Raigadh","Murud","May",28.9,37.9,4,2001
"222","Raigadh","Murud","June",664.2,261,15,2001
"223","Raigadh","Murud","July",917.6,596.2,26,2001
"224","Raigadh","Murud","August",700.2,436.3,22,2001
"225","Raigadh","Murud","September",348.8,110.7,12,2001
"226","Raigadh","Murud","October",107.7,55.4,4,2001
"227","Raigadh","Murud","November",9.8,0,0,2001
"228","Raigadh","Murud","December",3.1,0,0,2001
"229","Raigadh","Shriwardhan","January",0.1,0,0,2001
"230","Raigadh","Shriwardhan","February",0.1,0,0,2001
"231","Raigadh","Shriwardhan","March",0.1,0,0,2001
"232","Raigadh","Shriwardhan","April",0.1,0,0,2001
"233","Raigadh","Shriwardhan","May",30.2,37.8,3,2001
"234","Raigadh","Shriwardhan","June",911.6,251.5,10,2001
"235","Raigadh","Shriwardhan","July",1150.5,683.2,26,2001
"236","Raigadh","Shriwardhan","August",745.4,567.2,23,2001
"237","Raigadh","Shriwardhan","September",337.1,253.2,17,2001
"238","Raigadh","Shriwardhan","October",85,33.4,2,2001
"239","Raigadh","Shriwardhan","November",3.7,0,0,2001
"240","Raigadh","Shriwardhan","December",12.9,0,0,2001
"241","Raigadh","Mahasala","January",0.1,9,1,2001
"242","Raigadh","Mahasala","February",0.1,0,0,2001
"243","Raigadh","Mahasala","March",0.1,0,0,2001
"244","Raigadh","Mahasala","April",4.8,0,0,2001
"245","Raigadh","Mahasala","May",34.6,73,6,2001
"246","Raigadh","Mahasala","June",803.5,484.8,17,2001
"247","Raigadh","Mahasala","July",1277.4,991.2,30,2001
"248","Raigadh","Mahasala","August",935.6,801.7,27,2001
"249","Raigadh","Mahasala","September",394.3,298.3,13,2001
"250","Raigadh","Mahasala","October",120.5,46.5,5,2001
"251","Raigadh","Mahasala","November",5.2,0,0,2001
"252","Raigadh","Mahasala","December",3,0,0,2001
"253","Raigadh","Tala","January",1.6,0,0,2001
"254","Raigadh","Tala","February",0.5,0,0,2001
"255","Raigadh","Tala","March",0.4,0,0,2001
"256","Raigadh","Tala","April",5.2,0,0,2001
"257","Raigadh","Tala","May",26.4,23,3,2001
"258","Raigadh","Tala","June",630.3,404,17,2001
"259","Raigadh","Tala","July",1248.4,1210,31,2001
"260","Raigadh","Tala","August",776.4,517.3,27,2001
"261","Raigadh","Tala","September",387.1,227.2,16,2001
"262","Raigadh","Tala","October",115.5,59,7,2001
"263","Raigadh","Tala","November",20,0,0,2001
"264","Raigadh","Tala","December",3,0,0,2001
"265","Ratnagiri","Chiplun","January",1.9,0,0,2001
"266","Ratnagiri","Chiplun","February",0.5,0,0,2001
"267","Ratnagiri","Chiplun","March",2.2,0,0,2001
"268","Ratnagiri","Chiplun","April",9.4,0,0,2001
"269","Ratnagiri","Chiplun","May",37.8,67,4,2001
"270","Ratnagiri","Chiplun","June",783.9,442,17,2001
"271","Ratnagiri","Chiplun","July",1377.8,747,29,2001
"272","Ratnagiri","Chiplun","August",956.2,799,25,2001
"273","Ratnagiri","Chiplun","September",429.5,328,17,2001
"274","Ratnagiri","Chiplun","October",171.2,36,4,2001
"275","Ratnagiri","Chiplun","November",34.4,0,0,2001
"276","Ratnagiri","Chiplun","December",5.2,0,0,2001
"277","Ratnagiri","Dapoli","January",1.6,0,0,2001
"278","Ratnagiri","Dapoli","February",0.7,0,0,2001
"279","Ratnagiri","Dapoli","March",0.3,0,0,2001
"280","Ratnagiri","Dapoli","April",6.4,0,0,2001
"281","Ratnagiri","Dapoli","May",29,80.7,9,2001
"282","Ratnagiri","Dapoli","June",910.3,437.8,17,2001
"283","Ratnagiri","Dapoli","July",1298.3,885.6,30,2001
"284","Ratnagiri","Dapoli","August",958.7,669.6,25,2001
"285","Ratnagiri","Dapoli","September",418.5,236.5,12,2001
"286","Ratnagiri","Dapoli","October",99.8,36.3,2,2001
"287","Ratnagiri","Dapoli","November",22.1,0,0,2001
"288","Ratnagiri","Dapoli","December",2.5,0,0,2001
"289","Ratnagiri","Khed","January",1.1,0,0,2001
"290","Ratnagiri","Khed","February",0.7,0,0,2001
"291","Ratnagiri","Khed","March",0.7,0,0,2001
"292","Ratnagiri","Khed","April",5.5,0,0,2001
"293","Ratnagiri","Khed","May",26.2,42.3,4,2001
"294","Ratnagiri","Khed","June",827.2,702.3,19,2001
"295","Ratnagiri","Khed","July",1379.9,1356.2,31,2001
"296","Ratnagiri","Khed","August",894.2,994.9,26,2001
"297","Ratnagiri","Khed","September",409.6,348,11,2001
"298","Ratnagiri","Khed","October",155.4,37,3,2001
"299","Ratnagiri","Khed","November",29.9,0,0,2001
"300","Ratnagiri","Khed","December",4.5,0,0,2001
"301","Ratnagiri","Guhagar","January",1,0,0,2001
"302","Ratnagiri","Guhagar","February",0.5,0,0,2001
"303","Ratnagiri","Guhagar","March",0.1,0,0,2001
"304","Ratnagiri","Guhagar","April",4.2,0,0,2001
"305","Ratnagiri","Guhagar","May",31,54,7,2001
"306","Ratnagiri","Guhagar","June",696.6,304,16,2001
"307","Ratnagiri","Guhagar","July",893.3,631,27,2001
"308","Ratnagiri","Guhagar","August",338.1,544,24,2001
"309","Ratnagiri","Guhagar","September",657.9,261,12,2001
"310","Ratnagiri","Guhagar","October",99,34.6,4,2001
"311","Ratnagiri","Guhagar","November",20.1,0,0,2001
"312","Ratnagiri","Guhagar","December",3.4,0,0,2001
"313","Ratnagiri","Mandangad","January",1.9,0,0,2001
"314","Ratnagiri","Mandangad","February",0.4,0,0,2001
"315","Ratnagiri","Mandangad","March",0.9,0,0,2001
"316","Ratnagiri","Mandangad","April",7,0,0,2001
"317","Ratnagiri","Mandangad","May",28.7,33.9,4,2001
"318","Ratnagiri","Mandangad","June",858,490.4,18,2001
"319","Ratnagiri","Mandangad","July",1587.1,1144.3,31,2001
"320","Ratnagiri","Mandangad","August",1012.1,815.8,25,2001
"321","Ratnagiri","Mandangad","September",439.6,283.6,14,2001
"322","Ratnagiri","Mandangad","October",133.9,16.3,3,2001
"323","Ratnagiri","Mandangad","November",22.2,34,1,2001
"324","Ratnagiri","Mandangad","December",5.6,0,0,2001
"325","Ratnagiri","Ratnagiri","January",0.1,0,0,2001
"326","Ratnagiri","Ratnagiri","February",0.1,0,0,2001
"327","Ratnagiri","Ratnagiri","March",0.1,0,0,2001
"328","Ratnagiri","Ratnagiri","April",3.6,0,0,2001
"329","Ratnagiri","Ratnagiri","May",35.7,182.1,8,2001
"330","Ratnagiri","Ratnagiri","June",825.2,493.5,15,2001
"331","Ratnagiri","Ratnagiri","July",944.5,577.6,24,2001
"332","Ratnagiri","Ratnagiri","August",633.8,703.5,22,2001
"333","Ratnagiri","Ratnagiri","September",347.5,402.6,15,2001
"334","Ratnagiri","Ratnagiri","October",159.2,101.3,7,2001
"335","Ratnagiri","Ratnagiri","November",20.9,1.6,0,2001
"336","Ratnagiri","Ratnagiri","December",8.5,0,0,2001
"337","Ratnagiri","Sangameshwar","January",2,7,1,2001
"338","Ratnagiri","Sangameshwar","February",0.2,0,0,2001
"339","Ratnagiri","Sangameshwar","March",2.4,0,0,2001
"340","Ratnagiri","Sangameshwar","April",10.3,0,0,2001
"341","Ratnagiri","Sangameshwar","May",38.5,93,7,2001
"342","Ratnagiri","Sangameshwar","June",783.1,668,20,2001
"343","Ratnagiri","Sangameshwar","July",1447.8,828,30,2001
"344","Ratnagiri","Sangameshwar","August",888.1,719,25,2001
"345","Ratnagiri","Sangameshwar","September",429.7,432,17,2001
"346","Ratnagiri","Sangameshwar","October",182.9,82.5,6,2001
"347","Ratnagiri","Sangameshwar","November",39.6,0,0,2001
"348","Ratnagiri","Sangameshwar","December",6.6,0,0,2001
"349","Ratnagiri","Rajapur","January",1.3,0,0,2001
"350","Ratnagiri","Rajapur","February",0.2,0,0,2001
"351","Ratnagiri","Rajapur","March",0.2,0,0,2001
"352","Ratnagiri","Rajapur","April",4.6,0,0,2001
"353","Ratnagiri","Rajapur","May",37.7,112.5,10,2001
"354","Ratnagiri","Rajapur","June",849.2,664,22,2001
"355","Ratnagiri","Rajapur","July",1239.8,861,29,2001
"356","Ratnagiri","Rajapur","August",863.9,694,25,2001
"357","Ratnagiri","Rajapur","September",359.7,199,11,2001
"358","Ratnagiri","Rajapur","October",133.4,66,4,2001
"359","Ratnagiri","Rajapur","November",31.3,0,0,2001
"360","Ratnagiri","Rajapur","December",4,0,0,2001
"361","Ratnagiri","Lanja","January",1.6,20,1,2001
"362","Ratnagiri","Lanja","February",0.1,0,0,2001
"363","Ratnagiri","Lanja","March",0.8,0,0,2001
"364","Ratnagiri","Lanja","April",11.9,0,0,2001
"365","Ratnagiri","Lanja","May",63.4,132,9,2001
"366","Ratnagiri","Lanja","June",828,696,21,2001
"367","Ratnagiri","Lanja","July",1409.1,700.7,30,2001
"368","Ratnagiri","Lanja","August",915.8,1054.2,25,2001
"369","Ratnagiri","Lanja","September",386,229,14,2001
"370","Ratnagiri","Lanja","October",186.2,55,4,2001
"371","Ratnagiri","Lanja","November",33.2,15,2,2001
"372","Ratnagiri","Lanja","December",14.3,0,0,2001
"373","Sindhudurg","Devgad","January",2.2,7,1,2001
"374","Sindhudurg","Devgad","February",0.1,0,0,2001
"375","Sindhudurg","Devgad","March",0.5,0,0,2001
"376","Sindhudurg","Devgad","April",5.9,0,0,2001
"377","Sindhudurg","Devgad","May",47.2,95,8,2001
"378","Sindhudurg","Devgad","June",735.2,344,13,2001
"379","Sindhudurg","Devgad","July",765.3,596,27,2001
"380","Sindhudurg","Devgad","August",508.2,292,20,2001
"381","Sindhudurg","Devgad","September",285.6,199,7,2001
"382","Sindhudurg","Devgad","October",101.6,86.5,4,2001
"383","Sindhudurg","Devgad","November",27.4,0,0,2001
"384","Sindhudurg","Devgad","December",8.5,0,0,2001
"385","Sindhudurg","Malwan","January",0.7,55,1,2001
"386","Sindhudurg","Malwan","February",0.6,0,0,2001
"387","Sindhudurg","Malwan","March",0.7,0,0,2001
"388","Sindhudurg","Malwan","April",7.8,2,0,2001
"389","Sindhudurg","Malwan","May",53.2,181,7,2001
"390","Sindhudurg","Malwan","June",730.1,347,15,2001
"391","Sindhudurg","Malwan","July",761.3,885,23,2001
"392","Sindhudurg","Malwan","August",482.4,503.1,22,2001
"393","Sindhudurg","Malwan","September",256.6,382,16,2001
"394","Sindhudurg","Malwan","October",90.9,199,8,2001
"395","Sindhudurg","Malwan","November",27.8,0,0,2001
"396","Sindhudurg","Malwan","December",7.9,0,0,2001
"397","Sindhudurg","Sawantwadi","January",1.5,0,0,2001
"398","Sindhudurg","Sawantwadi","February",0.2,0,0,2001
"399","Sindhudurg","Sawantwadi","March",0.8,0,0,2001
"400","Sindhudurg","Sawantwadi","April",9.5,2,0,2001
"401","Sindhudurg","Sawantwadi","May",62.7,78,9,2001
"402","Sindhudurg","Sawantwadi","June",1008.7,622,19,2001
"403","Sindhudurg","Sawantwadi","July",1430.8,1214,30,2001
"404","Sindhudurg","Sawantwadi","August",830.6,479.4,25,2001
"405","Sindhudurg","Sawantwadi","September",357.8,215.5,11,2001
"406","Sindhudurg","Sawantwadi","October",187.3,249.5,11,2001
"407","Sindhudurg","Sawantwadi","November",46.4,0,0,2001
"408","Sindhudurg","Sawantwadi","December",10.7,0,0,2001
"409","Sindhudurg","Vengurla","January",0.9,0,0,2001
"410","Sindhudurg","Vengurla","February",0.4,0,0,2001
"411","Sindhudurg","Vengurla","March",0.7,0,0,2001
"412","Sindhudurg","Vengurla","April",7.7,0,0,2001
"413","Sindhudurg","Vengurla","May",69,0,0,2001
"414","Sindhudurg","Vengurla","June",932.8,483.4,16,2001
"415","Sindhudurg","Vengurla","July",1035.6,1058.8,25,2001
"416","Sindhudurg","Vengurla","August",596.4,463.1,24,2001
"417","Sindhudurg","Vengurla","September",295.5,75.9,6,2001
"418","Sindhudurg","Vengurla","October",105.1,117.6,6,2001
"419","Sindhudurg","Vengurla","November",31.4,0,0,2001
"420","Sindhudurg","Vengurla","December",5.4,0,0,2001
"421","Sindhudurg","Kankawali","January",0.1,0,0,2001
"422","Sindhudurg","Kankawali","February",0.1,0,0,2001
"423","Sindhudurg","Kankawali","March",3.6,0,0,2001
"424","Sindhudurg","Kankawali","April",6.6,0,0,2001
"425","Sindhudurg","Kankawali","May",90,103,8,2001
"426","Sindhudurg","Kankawali","June",874.2,603,18,2001
"427","Sindhudurg","Kankawali","July",1321.1,910.8,28,2001
"428","Sindhudurg","Kankawali","August",898.6,421.4,23,2001
"429","Sindhudurg","Kankawali","September",387.6,59.2,7,2001
"430","Sindhudurg","Kankawali","October",190.8,71.2,4,2001
"431","Sindhudurg","Kankawali","November",31.1,0,0,2001
"432","Sindhudurg","Kankawali","December",5.6,0,0,2001
"433","Sindhudurg","Kudal","January",0.8,0,0,2001
"434","Sindhudurg","Kudal","February",0.3,0,0,2001
"435","Sindhudurg","Kudal","March",1,0,0,2001
"436","Sindhudurg","Kudal","April",6.7,0,0,2001
"437","Sindhudurg","Kudal","May",58.5,0,0,2001
"438","Sindhudurg","Kudal","June",881.4,455.6,20,2001
"439","Sindhudurg","Kudal","July",1129.9,957,29,2001
"440","Sindhudurg","Kudal","August",611.9,496,24,2001
"441","Sindhudurg","Kudal","September",289.4,54.2,9,2001
"442","Sindhudurg","Kudal","October",135.3,180.5,7,2001
"443","Sindhudurg","Kudal","November",38,0,0,2001
"444","Sindhudurg","Kudal","December",9.7,0,0,2001
"445","Sindhudurg","Vaibhavwadi","January",1.1,0,0,2001
"446","Sindhudurg","Vaibhavwadi","February",0.2,0,0,2001
"447","Sindhudurg","Vaibhavwadi","March",0.1,0,0,2001
"448","Sindhudurg","Vaibhavwadi","April",8.1,9.4,1,2001
"449","Sindhudurg","Vaibhavwadi","May",69.6,81.7,10,2001
"450","Sindhudurg","Vaibhavwadi","June",1138.9,693.2,17,2001
"451","Sindhudurg","Vaibhavwadi","July",2160.8,982.7,30,2001
"452","Sindhudurg","Vaibhavwadi","August",1595.6,769,24,2001
"453","Sindhudurg","Vaibhavwadi","September",761.2,262.9,8,2001
"454","Sindhudurg","Vaibhavwadi","October",131.3,165,7,2001
"455","Sindhudurg","Vaibhavwadi","November",36,0,0,2001
"456","Sindhudurg","Vaibhavwadi","December",10.3,0,0,2001
"457","Sindhudurg","Dodamarg","January",1.5,0,0,2001
"458","Sindhudurg","Dodamarg","February",0.2,0,0,2001
"459","Sindhudurg","Dodamarg","March",0.8,0,0,2001
"460","Sindhudurg","Dodamarg","April",9.5,75.6,2,2001
"461","Sindhudurg","Dodamarg","May",62.7,127,10,2001
"462","Sindhudurg","Dodamarg","June",1008.7,648.4,20,2001
"463","Sindhudurg","Dodamarg","July",1430.8,1056.6,29,2001
"464","Sindhudurg","Dodamarg","August",830.6,639.1,24,2001
"465","Sindhudurg","Dodamarg","September",357.8,164.5,11,2001
"466","Sindhudurg","Dodamarg","October",187.3,142.2,8,2001
"467","Sindhudurg","Dodamarg","November",46.4,0,0,2001
"468","Sindhudurg","Dodamarg","December",10.7,0,0,2001
"469","Palghar","Vasai","January",2.2,0,0,2001
"470","Palghar","Vasai","February",1.2,0,0,2001
"471","Palghar","Vasai","March",0.7,0,0,2001
"472","Palghar","Vasai","April",1,0,0,2001
"473","Palghar","Vasai","May",14.3,0,0,2001
"474","Palghar","Vasai","June",475.8,915,14,2001
"475","Palghar","Vasai","July",736.4,822,28,2001
"476","Palghar","Vasai","August",424.1,615.4,15,2001
"477","Palghar","Vasai","September",297.1,237.3,12,2001
"478","Palghar","Vasai","October",79,117,3,2001
"479","Palghar","Vasai","November",12.9,0,0,2001
"480","Palghar","Vasai","December",3.2,0,0,2001
"481","Palghar","Wada","January",2.9,0,0,2001
"482","Palghar","Wada","February",0.8,0,0,2001
